,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,num_cu_20260626,num_cu_20260629,num_cu_20260630,num_cu_20260701,num_cu_20260702
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A421320,PLUS 우주항공,20220329,,일반,iSelect 우주항공UAM지수,193410,208600,204930,212996.25,202365,27630,29800,29700,31555,29980,-5.26,7.85,-0.34,6.25,-4.99,27794.66,29678,29681.65,31658.57,29872.02,-0.59,0.41,0.06,-0.33,0.36,7000000,7000000,6900000,6750000,6750000,50000,140,140,138,135,135
A422420,RISE 2차전지액티브,20220408,,일반,iSelect 2차전지 지수 (시장가격지수),206587.2,236691,225689.3,220267.8,214486.4,6690,7650,7285,7110,6910,-5.84,14.35,-4.77,-2.4,-2.81,6713.99,7614.72,7254.24,7073.76,6771.03,-0.36,0.46,0.42,0.51,2.05,30880000,30940000,30980000,30980000,31040000,20000,1544,1547,1549,1549,1552
A427120,RISE AI플랫폼,20220517,,일반,FnGuide AI 플랫폼 지수,3059.1,3375.9,3290.1,3309.9,3296.7,4635,5115,4985,5015,4995,-3.03,10.36,-2.54,0.6,-0.4,4618.34,5081.64,4971.6,5028.46,4980.62,0.36,0.66,0.27,-0.27,0.29,660000,660000,660000,660000,660000,20000,33,33,33,33,33
A433250,UNICORN R&D 액티브,20220706,,일반,코스피 200,11230,11238,11380,11198,10518,28075,28095,28450,27995,26295,-5.47,0.07,1.26,-1.6,-6.07,27961.86,28282.51,28334.51,27890.08,26118.54,0.4,-0.66,0.41,0.38,0.68,400000,400000,400000,400000,400000,50000,8,8,8,8,8
A433500,ACE 원자력TOP10,20220628,,일반,DeepSearch 원자력 TOP 10 지수 (시장가격지수),253400.5,265140,260257.5,269977.5,251196,53915,58920,57835,59995,57090,-7.01,9.28,-1.84,3.73,-4.84,54182.45,58844.59,57732.31,59999.76,56999.69,-0.49,0.13,0.18,-0.01,0.16,4700000,4500000,4500000,4500000,4400000,100000,47,45,45,45,44
A434730,HANARO 원자력iSelect,20220628,,일반,iSelect 원자력지수 (시장가격),733131,794427.75,803115,833940,794040,60340,65385,66100,69495,66170,-7.53,8.36,1.09,5.14,-4.78,60616.21,65236.11,66133.67,69529.24,66023.46,-0.46,0.23,-0.05,-0.05,0.22,12150000,12150000,12150000,12000000,12000000,50000,243,243,243,240,240
A434960,DAISHIN343 K200,20220628,,일반,코스피 200,97356,96477.5,97681.5,95063.5,87216.5,139080,137825,139545,135805,124595,-5.46,-0.9,1.25,-2.68,-8.25,138692.54,137240.1,139100.61,135474.26,123629.71,0.28,0.43,0.32,0.24,0.78,700000,700000,700000,700000,700000,50000,14,14,14,14,14
A438740,MIDAS 중소형액티브,20220817,,일반,코스피 중형주 지수,8192.25,8581.5,8705.25,8931.38,8416.13,36410,38140,38690,39695,37405,-3.34,4.75,1.44,2.6,-5.77,36567.06,38337.07,38657.79,39705.91,37811.44,-0.43,-0.51,0.08,-0.03,-1.07,225000,225000,225000,225000,225000,75000,3,3,3,3,3
A438900,HANARO Fn K-푸드,20220817,,일반,FnGuide K-푸드 지수 (시장가격),12593.75,13350,12987.5,13206.25,13643.75,10075,10680,10390,10565,10915,-0.64,6,-2.72,1.68,3.31,10032.62,10669.34,10347.09,10585.94,10862.06,0.42,0.1,0.41,-0.2,0.49,1250000,1250000,1250000,1250000,1250000,50000,25,25,25,25,25
A441540,HANARO Fn조선해운,20220915,,일반,FnGuide 조선해운지수,76916,81424,79086,81382,79870,27470,29080,28245,29065,28525,-4.75,5.86,-2.87,2.9,-1.86,27400.86,29020.72,28234.27,29054.34,28632.83,0.25,0.2,0.04,0.04,-0.38,2800000,2800000,2800000,2800000,2800000,50000,56,56,56,56,56
A441800,TIME Korea플러스배당액티브,20220927,,일반,코스피 200,937761.3,950796,959714,948326.4,889930.8,34965,34650,34975,34560,32670,-5.09,0.14,0.94,-1.19,-5.47,34571.44,34558.41,35000.71,34579.68,32374.69,1.14,0.27,-0.07,-0.06,0.91,26820000,27440000,27440000,27440000,27240000,20000,1341,1372,1372,1372,1362
A442090,에셋플러스 코리아대장장이액티브,20220920,,일반,FnGuide 대장장이 지수(Price Return),46025,47488,51967.5,52957.5,48240,32875,33920,34645,35305,32160,-2.52,3.18,2.14,1.91,-8.91,32735.98,33827.5,34514.74,35325.37,32571.25,0.42,0.27,0.38,-0.06,-1.26,1400000,1400000,1500000,1500000,1500000,100000,14,14,15,15,15
A442260,마이티 다이나믹퀀트액티브,20221025,,일반,코스피 200,60264,59575.8,60617.4,58410.2,53735.4,48600,48045,48885,47105,43335,-6.31,-1.14,1.75,-3.64,-8,48513.2,47831.45,48665.74,47344.21,43082.11,0.18,0.45,0.45,-0.51,0.59,1240000,1240000,1240000,1240000,1240000,40000,31,31,31,31,31
A444200,SOL 코리아메가테크액티브,20221018,,일반,KEDI 메가테크지수(PR),648150,641355,653961,657234.75,614367,55875,55770,56620,56415,52510,-5.58,-0.19,1.52,-0.36,-6.92,55678.5,55894.79,56653.87,56150.29,52237.23,0.35,-0.22,-0.06,0.47,0.52,11600000,11500000,11550000,11650000,11700000,50000,232,230,231,233,234
A445150,KODEX 친환경조선해운액티브,20221115,,일반,FnGuide K-친환경선박 지수,54549,58615,57285,59261,57171,28710,30850,30150,31190,30090,-5.71,7.45,-2.27,3.45,-3.53,28835.94,30936.53,30007.33,31073.23,30216.71,-0.44,-0.28,0.48,0.38,-0.42,1900000,1900000,1900000,1900000,1900000,50000,38,38,38,38,38
A445290,KODEX 로봇액티브,20221115,,일반,iSelect K-로봇테마 지수,1195119,1251151.5,1243636.5,1217727,1153990.5,33060,34610,34690,34110,32370,-5.96,4.69,0.23,-1.67,-5.1,33206.03,34438.83,34621.57,34059.63,32290.66,-0.44,0.5,0.2,0.15,0.25,36150000,36150000,35850000,35700000,35650000,50000,723,723,717,714,713
A445690,BNK 주주가치액티브,20221027,,일반,FnGuide 주주가치 지수,22051.25,22990.5,22584.25,22379.5,21788,33925,35370,34745,34430,33520,-4.89,4.26,-1.77,-0.91,-2.64,33789.47,34416.16,34586.71,34277.28,32461.59,0.4,2.77,0.46,0.45,3.26,650000,650000,650000,650000,650000,50000,13,13,13,13,13
A445910,TIGER MKF배당귀족,20221018,,일반,MKF 배당귀족 지수(시장가격지수),19250,20325,19990,20255,20370,19250,20325,19990,20255,20370,-2.7,5.58,-1.65,1.33,0.57,19453.36,20335.62,19996.59,20350.55,20510.19,-1.05,-0.05,-0.03,-0.47,-0.68,1000000,1000000,1000000,1000000,1000000,50000,20,20,20,20,20
A446700,RISE 배터리 리사이클링,20221101,,일반,iSelect 배터리 리사이클링 지수,11097.9,12502.1,11888.5,11864.9,11581.7,9405,10595,10075,10055,9815,-6,12.65,-4.91,-0.2,-2.39,9448.12,10619.68,10116.94,10078.12,9847.8,-0.46,-0.23,-0.41,-0.23,-0.33,1180000,1180000,1180000,1180000,1180000,20000,59,59,59,59,59
A447430,ACE 주주환원가치주액티브,20221115,,일반,FnGuide 올라운드 가치주 시장가격지수,43906,46023,45095,46110,46110,15140,15870,15550,15900,15900,-1.27,4.82,-2.02,2.25,0,15113.71,15796.33,15566.9,15932.8,15873.76,0.17,0.47,-0.11,-0.21,0.17,2900000,2900000,2900000,2900000,2900000,50000,58,58,58,58,58
A448100,WON 200,20221216,,일반,코스피 200,138362.25,137138.63,138952.13,135174,123976.13,141910,140655,142515,138640,127155,-5.53,-0.84,1.32,-2.72,-8.28,141725.76,140244.32,142154.21,138462.81,126404.1,0.13,0.29,0.25,0.13,0.59,975000,975000,975000,975000,975000,25000,39,39,39,39,39
A448570,FOCUS AI코리아액티브,20221115,,일반,코스피지수,46361,47117,47306,46774,45052,33115,33655,33790,33410,32180,-5.39,1.63,0.4,-1.12,-3.68,33249.41,33637.71,33693.99,33437.35,32285.71,-0.4,0.05,0.28,-0.08,-0.33,1400000,1400000,1400000,1400000,1400000,50000,28,28,28,28,28
A449450,PLUS K방산,20230105,,일반,FnGuide K-방위산업 지수,1145457.7,1213278.75,1170589.9,1239516.1,1251690.1,56510,59915,57410,61090,61690,-6.29,6.03,-4.18,6.41,0.98,56727.97,59664.73,57134.86,61002.13,61604.42,-0.38,0.42,0.48,0.14,0.14,20270000,20250000,20390000,20290000,20290000,50000,405.4,405,407.8,405.8,405.8
A450910,SOL 코스닥150,20230131,,일반,코스닥 150,35234.8,38515.2,38196.6,38397.2,35718.6,14930,16320,16185,16270,15135,-3.89,9.31,-0.83,0.53,-6.98,14989.19,16276.74,16176.48,16288.17,15040.09,-0.39,0.27,0.05,-0.11,0.63,2360000,2360000,2360000,2360000,2360000,20000,118,118,118,118,118
A451060,1Q 200액티브,20230131,,일반,코스피 200,490675.5,493762.5,500287.5,493164,450585,44205,43890,44470,43260,39525,-5.72,-0.71,1.32,-2.72,-8.63,44219.22,43745.99,44385.28,43213.11,39407.9,-0.03,0.33,0.19,0.11,0.3,11100000,11250000,11250000,11400000,11400000,150000,74,75,75,76,76
A454320,HANARO CAPEX설비투자iSelect,20230418,,일반,iSelect CAPEX 설비투자 지수(시장가격),102712.5,111600,113537.5,120187.5,113187.5,41085,44640,45415,48075,45275,-7.12,8.65,1.74,5.86,-5.82,41272.72,44455.54,45328.75,48065.41,45476.81,-0.45,0.41,0.19,0.02,-0.44,2500000,2500000,2500000,2500000,2500000,50000,50,50,50,50,50
A455850,SOL AI반도체소부장,20230425,,일반,FnGuide AI 반도체 소부장 지수,1134135,1156667.75,1229045,1284950,1148385.5,27900,28315,30050,31000,27310,-0.96,1.49,6.13,3.16,-11.9,28020.9,28226.6,29935.97,30967.69,27134.39,-0.43,0.31,0.38,0.1,0.65,40650000,40850000,40900000,41450000,42050000,50000,813,817,818,829,841
A455860,SOL 2차전지소부장Fn,20230425,,일반,FnGuide 2차전지 소부장 지수(PR),108852.75,124758,116977,113160,106481,4545,5220,4915,4715,4570,-6.58,14.85,-5.84,-4.07,-3.08,4571.85,5241.54,4888.86,4707.66,4566.97,-0.59,-0.41,0.53,0.16,0.07,23950000,23900000,23800000,24000000,23300000,50000,479,478,476,480,466
A457930,BNK 미래전략기술액티브,20230620,,일반,iSelect 미래전략기술 지수 (PR),9193.5,9601.5,9402,9357,8775,30645,32005,31340,31190,29250,-5.36,4.44,-2.08,-0.48,-6.22,30531.94,31597.68,31292.22,31064.95,29422.19,0.37,1.29,0.15,0.4,-0.59,300000,300000,300000,300000,300000,50000,6,6,6,6,6
A457990,PLUS 태양광&ESS,20230620,,일반,FnGuide 태양광&ESS 지수,112258.5,123873.75,121550,126832,118624,33510,38115,37400,39635,37070,-6.81,13.74,-1.88,5.98,-6.47,33354.24,37976.89,37286.86,39482.12,36915.84,0.47,0.36,0.3,0.39,0.42,3350000,3250000,3250000,3200000,3200000,50000,67,65,65,64,64
A461450,KODEX 코스닥글로벌,20230629,,일반,코스닥 글로벌 지수,24975,27442.5,27067.5,27015,25252.5,16650,18295,18045,18010,16835,-3.62,9.88,-1.37,-0.19,-6.52,16574.86,18227.22,17965.13,17941.49,16767.79,0.45,0.37,0.44,0.38,0.4,1500000,1500000,1500000,1500000,1500000,100000,15,15,15,15,15
A461580,TIGER 코스닥글로벌,20230629,,일반,코스닥 글로벌 지수,11777.5,13065.5,12869.5,12729.5,12026,16825,18665,18385,18185,17180,-4.08,10.94,-1.5,-1.09,-5.53,16916.27,18593.96,18328.31,18304.79,17112.8,-0.54,0.38,0.31,-0.65,0.39,700000,700000,700000,700000,700000,50000,14,14,14,14,14
A461950,KODEX 2차전지핵심소재10,20230704,,일반,FnGuide 2차전지핵심소재10 지수,162758.75,189477,175324.5,169663.5,164002.5,4895,5690,5265,5095,4925,-6.58,16.24,-7.47,-3.23,-3.34,4900.44,5667.2,5276.76,5074.84,4916.44,-0.11,0.4,-0.22,0.4,0.17,33250000,33300000,33300000,33300000,33300000,50000,665,666,666,666,666
A462010,TIGER 2차전지소재Fn,20230713,,일반,FnGuide 2차전지소재 (Price Return) 지수,519375.5,604515,562294,533400,516108,4930,5730,5345,5080,4920,-6.54,16.23,-6.72,-4.96,-3.15,4949.71,5718.98,5315.91,5070.67,4903.57,-0.4,0.19,0.55,0.18,0.34,105350000,105500000,105200000,105000000,104900000,50000,2107,2110,2104,2100,2098
A462330,KODEX 2차전지산업레버리지,20230704,,레버리지,FnGuide 2차전지 산업 레버리지(2x) 지수,528465,695085.6,629188.2,608643.9,581473.2,1050,1356,1193,1129,1078,-11.62,29.14,-12.02,-5.36,-4.52,1043.44,1355.57,1178.22,1115.2,1069.55,0.63,0.03,1.25,1.24,0.79,503300000,512600000,527400000,539100000,539400000,100000,5033,5126,5274,5391,5394
A462900,KoAct 바이오헬스케어액티브,20230803,,일반,iSelect 바이오헬스케어 PR 지수,432040,500550,478694.5,487202,482227.75,15430,17750,16915,17155,16715,-5.94,15.04,-4.7,1.42,-2.56,15520.63,17741.43,16845.45,17173.08,16638.45,-0.58,0.05,0.41,-0.11,0.46,28000000,28200000,28300000,28400000,28850000,50000,560,564,566,568,577
A463050,TIME K바이오액티브,20230817,,일반,KRX 헬스케어,262052,294450,281324.5,284550.25,283873.5,13370,15100,14390,14555,14265,-5.24,12.94,-4.7,1.15,-1.99,13320.34,15036.95,14326.6,14560.64,14223.22,0.37,0.42,0.44,-0.04,0.29,19600000,19500000,19550000,19550000,19900000,50000,392,390,391,391,398
A463250,TIGER K방산&우주,20230725,,일반,iSelect K방산&우주,612234,642105,612318.75,657151.5,654270,35595,37550,36125,38770,38600,-5.56,5.49,-3.79,7.32,-0.44,35761.21,37489.49,35995.87,38647.21,38845,-0.46,0.16,0.36,0.32,-0.63,17200000,17100000,16950000,16950000,16950000,50000,344,342,339,339,339
A464600,SOL 자동차소부장Fn,20230822,,일반,FnGuide 자동차소부장지수(PR),28616.5,28581,29169,28806.75,27221.25,26015,27220,27780,27435,25925,-4.46,4.63,2.06,-1.24,-5.5,26154.98,27291.56,27767.85,27447.79,25916.46,-0.54,-0.26,0.04,-0.05,0.03,1100000,1050000,1050000,1050000,1050000,50000,22,21,21,21,21
A464610,SOL 의료기기소부장Fn,20230822,,일반,FnGuide 의료기기소부장지수(PR),14707.5,15873,15484.5,15715.75,15521.5,7950,8580,8370,8495,8390,-3.87,7.92,-2.45,1.49,-1.24,7908.35,8632.37,8328.57,8527.87,8377.84,0.53,-0.61,0.5,-0.39,0.15,1850000,1850000,1850000,1850000,1850000,50000,37,37,37,37,37
A465330,RISE 2차전지TOP10,20230912,,일반,iSelect 2차전지 TOP10 지수(PR),60926.25,67396,65007.38,63005.25,59067.13,10550,12035,11355,10910,10595,-5.85,14.08,-5.65,-3.92,-2.89,10500.71,12105.13,11295.07,10921.25,10626.31,0.47,-0.58,0.53,-0.1,-0.29,5775000,5600000,5725000,5775000,5575000,25000,231,224,229,231,223
A465350,RISE 2차전지TOP10인버스(합성),20230912,,인버스 1X ,iSelect 2차전지 TOP10 인버스 지수(PR),51064,42809,38993.13,40773.13,41752.13,19640,16465,17525,18325,18765,6.74,-16.17,6.44,4.56,2.4,19701.89,16629.91,17763.38,18363.82,18871.65,-0.31,-0.99,-1.34,-0.21,-0.57,2600000,2600000,2225000,2225000,2225000,25000,104,104,89,89,89
A466810,BNK 2차전지양극재,20231019,,일반,iSelect 2차전지양극재 지수,7938.75,9135,8591.25,8315.75,7791,5475,6300,5925,5735,5565,-5.68,15.07,-5.95,-3.21,-2.96,5446.04,6276.3,5895.95,5751.95,5571.13,0.53,0.38,0.49,-0.29,-0.11,1450000,1450000,1450000,1450000,1400000,50000,29,29,29,29,28
A466920,SOL 조선TOP3플러스,20231005,,일반,FnGuide 조선TOP3플러스지수(PR),1572347,1707250.5,1661175.75,1695330,1663298,30770,32895,31915,32760,32110,-5.21,6.91,-2.98,2.65,-1.98,30763.75,32748.41,31728.33,32725.84,32116.31,0.02,0.45,0.59,0.1,-0.02,51100000,51900000,52050000,51750000,51800000,50000,1022,1038,1041,1035,1036
A466930,SOL 자동차TOP3플러스,20231005,,일반,FnGuide 자동차TOP3플러스지수(PR),341053.75,344587.75,348652.5,341542.5,333689,29275,30095,30450,30225,29530,-3.98,2.8,1.18,-0.74,-2.3,29390.42,30155.97,30392.31,30171.55,29534.07,-0.39,-0.2,0.19,0.18,-0.01,11650000,11450000,11450000,11300000,11300000,50000,233,229,229,226,226
A466940,TIGER 은행고배당플러스TOP10,20231017,,일반,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),714400,742212.25,750155.25,758910,786962.25,23500,24295,24555,24600,25345,-3.57,3.76,1.07,0.18,3.03,23451.49,24392.8,24461.45,24692.72,25496.64,0.21,-0.4,0.38,-0.38,-0.59,30400000,30550000,30550000,30850000,31050000,50000,608,611,611,617,621
A469070,RISE AI&로봇,20231024,,일반,iSelect AI&로봇 지수(시장가격),347115.5,378367,378950,376512.5,358475,10730,11660,11660,11585,11030,-6.41,8.67,0,-0.64,-4.79,10773.12,11623.6,11668.79,11562.37,10989.19,-0.4,0.31,-0.08,0.2,0.37,32350000,32450000,32500000,32500000,32500000,50000,647,649,650,650,650
A469150,ACE AI반도체TOP3+,20231017,,일반,FnGuide AI 반도체 TOP3+ 지수,1228080,1363020.5,1383532.5,1449925.75,1291236.5,76755,75305,76650,74165,65545,-5.23,-1.89,1.79,-3.24,-11.62,76423.32,74977.24,76497.25,73874.5,65032.85,0.43,0.44,0.2,0.39,0.79,16000000,18100000,18050000,19550000,19700000,50000,320,362,361,391,394
A469170,ACE 포스코그룹포커스,20231017,,일반,FnGuide 포스코그룹포커스 지수(시장가격),94762.5,106790,104525,105745.5,104253.5,5250,5900,5650,5670,5590,-6.17,12.38,-4.24,0.35,-1.41,5250.44,5909.34,5625.56,5673.97,5598.52,-0.01,-0.16,0.43,-0.07,-0.15,18050000,18100000,18500000,18650000,18650000,50000,361,362,370,373,373
A469790,KIWOOM 코리아테크TOP10,20231031,,일반,Solactive K-TechTOP10 Index(PR),49423.5,43728,44768,43468,49465,54915,54660,55960,54335,49465,-4.88,-0.46,2.38,-2.9,-8.96,54701.95,54432.67,55743.06,54215.22,49275.72,0.39,0.42,0.39,0.22,0.38,900000,800000,800000,800000,1000000,100000,9,8,8,8,10
A470310,UNICORN 생성형AI강소기업액티브,20231121,,일반,iSelect AI 지수,4255,6146,6266.75,6457.5,5043,17020,17560,17905,18450,16810,-2.8,3.17,1.96,3.04,-8.89,17097.66,17580.44,17900.56,18305.92,17102.63,-0.45,-0.12,0.02,0.79,-1.71,250000,350000,350000,350000,300000,50000,5,7,7,7,6
A471760,TIGER AI반도체핵심공정,20231121,,일반,iSelect AI반도체핵심공정지수,160818.5,158862.5,161335.5,161778,143112,17770,17750,18230,18280,16080,-2.28,-0.11,2.7,0.27,-12.04,17746.98,17767.16,18244.83,18235.7,16193.43,0.13,-0.1,-0.08,0.24,-0.7,9050000,8950000,8850000,8850000,8900000,50000,181,179,177,177,178
A471780,TIGER 코리아테크액티브,20231128,,일반,KRX 정보기술,330010.2,328318.5,345273,340800,302457.6,47010,46570,48630,48000,42480,-3.07,-0.94,4.42,-1.3,-11.5,46782.24,46537.27,48449.94,47861.48,42126.83,0.49,0.07,0.37,0.29,0.84,7020000,7050000,7100000,7100000,7120000,10000,702,705,710,710,712
A471990,KODEX AI반도체핵심장비,20231121,,일반,iSelect AI 반도체핵심장비 지수,424099,430397.5,453600,469556.25,423280,26260,26650,28350,29625,26455,-1.94,1.49,6.38,4.5,-10.7,26331.44,26545.2,28278.08,29695.9,26327.16,-0.27,0.39,0.25,-0.24,0.49,16150000,16150000,16000000,15850000,16000000,50000,323,323,320,317,320
A472150,TIGER 배당커버드콜액티브,20231212,,일반,코스피 200 커버드콜 5% OTM 지수(PR 지수),2391207,2524806.85,2554892.5,2497586.5,2288612.7,27300,26435,26750,26150,24035,-5.85,-1.07,1.19,-2.24,-8.09,26671.22,26378.55,26793.69,26142.34,23815.39,2.36,0.21,-0.16,0.03,0.92,87590000,95510000,95510000,95510000,95220000,10000,8759,9551,9551,9551,9522
A472720,TRUSTON 주주가치액티브,20231214,,일반,코스피 200,14734.2,15457,15459.6,15532.4,14557.4,28335,29725,29730,29870,27995,-6.55,4.91,0.02,0.47,-6.28,28678.72,29360.21,29632.03,29749,28070.8,-1.2,1.24,0.33,0.41,-0.27,520000,520000,520000,520000,520000,20000,26,26,26,26,26
A472840,IBK 200,20231221,,일반,코스피 200,50820,51095.63,51667.5,50161.88,45903.75,135520,136255,137780,133765,122410,-6.84,0.54,1.12,-2.91,-8.49,136721.74,135368.78,137184.84,133630.21,122080.76,-0.88,0.65,0.43,0.1,0.27,375000,375000,375000,375000,375000,25000,15,15,15,15,15
A474590,WON 반도체밸류체인액티브,20240116,,일반,FnGuide 반도체 밸류체인 (Price Return) 지수,405545,429557.25,453264.25,461345.5,413498.75,57935,56895,60035,59915,52675,-2.82,-1.8,5.52,-0.2,-12.08,57722.58,56683.14,59844.49,59658.9,52330.35,0.37,0.37,0.32,0.43,0.66,7000000,7550000,7550000,7700000,7850000,50000,140,151,151,154,157
A475050,ACE KPOP포커스,20240130,,일반,iSelect K-POP 포커스지수(시장가격),96303,106368.75,102602.25,106996.5,110661.5,6830,7625,7355,7670,7990,-4.27,11.64,-3.54,4.28,4.17,6853.86,7628.84,7347.69,7682.61,7979.55,-0.35,-0.05,0.1,-0.16,0.13,14100000,13950000,13950000,13950000,13850000,50000,282,279,279,279,277
A475300,SOL 반도체전공정,20240214,,일반,FnGuide 반도체 전공정 지수(PR),215200.75,222826.5,242435.25,289008,290234.5,26405,26370,28355,30105,26030,4.49,-0.13,7.53,6.17,-13.54,26260.06,26343.29,28388.94,29953.51,25998.34,0.55,0.1,-0.12,0.51,0.12,8150000,8450000,8550000,9600000,11150000,50000,163,169,171,192,223
A475310,SOL 반도체후공정,20240214,,일반,FnGuide 반도체 후공정 지수(PR),78624,81513,84901.5,85065,79422,30240,30190,31445,32100,28365,-1.18,-0.17,4.16,2.08,-11.64,30159,30075.79,31483,32125.75,28262.19,0.27,0.38,-0.12,-0.08,0.36,2600000,2700000,2700000,2650000,2800000,50000,52,54,54,53,56
A475720,RISE 200위클리커버드콜,20240305,,일반,코스피 200 위클리 커버드콜 ATM 지수,967642.5,973492,979481.75,968448,890625,15850,15440,15535,15360,14250,-3.94,-0.83,0.62,-1.13,-7.23,15470.81,15351.69,15528.82,15271.37,14203.25,2.45,0.58,0.04,0.58,0.33,61050000,63050000,63050000,63050000,62500000,50000,1221,1261,1261,1261,1250
A476000,UNICORN 포스트IPO액티브,20240227,,일반,iSelect 포스트 IPO 지수,2794.5,3147.75,3745.5,3863.75,3627.25,6210,6995,6810,7025,6595,-4.31,12.64,-2.64,3.16,-6.12,6167.87,7056.41,6774.31,6957.77,6680.25,0.68,-0.87,0.53,0.97,-1.28,450000,450000,550000,550000,550000,50000,9,9,11,11,11
A476260,HANARO 반도체핵심공정주도주,20240227,,일반,FnGuide 반도체 핵심공정 주도주 지수,50660.5,51196.5,53192,55335,51673.75,16610,16515,17440,17850,15425,3.49,-0.57,5.6,2.35,-13.59,16527.79,16497.84,17369.21,17888.51,15386.87,0.5,0.1,0.41,-0.22,0.25,3050000,3100000,3050000,3100000,3350000,50000,61,62,61,62,67
A476850,KoAct 배당성장액티브,20240227,,일반,코스피지수,119644.5,122976,123432,122616,111181.5,25730,25620,25715,25545,23910,-5.21,0.1,0.37,-0.66,-6.4,25474.31,25509.24,25699.59,25505.37,23753.7,1,0.43,0.06,0.16,0.66,4650000,4800000,4800000,4800000,4650000,50000,93,96,96,96,93
A479850,HANARO K-뷰티,20240416,,일반,FnGuide K-뷰티 지수,23312,25424,25064,26320,26592,14570,15890,15665,16450,16620,-2.15,9.06,-1.42,5.01,1.03,14666.82,15884.06,15601.64,16477.51,16600.65,-0.66,0.04,0.41,-0.17,0.12,1600000,1600000,1600000,1600000,1600000,50000,32,32,32,32,32
A482030,KoAct 반도체&2차전지핵심소재액티브,20240514,,일반,iSelect 반도체&2차전지핵심소재 지수,10069.5,11051.25,11025,10967.25,9954,9590,10525,10500,10445,9480,-4.43,9.75,-0.24,-0.52,-9.24,9547.06,10479.78,10455.71,10399.92,9548.26,0.45,0.43,0.42,0.43,-0.71,1050000,1050000,1050000,1050000,1050000,50000,21,21,21,21,21
A483020,KIWOOM 의료AI,20240528,,일반,FnGuide 의료AI 지수,4545,6048,5844,5838,5808,9090,10080,9740,9730,9680,-4.57,10.89,-3.37,-0.1,-0.51,9098.6,10062.57,9709.49,9756.17,9705.71,-0.09,0.17,0.31,-0.27,-0.26,500000,600000,600000,600000,600000,50000,10,12,12,12,12
A484880,SOL 금융지주플러스고배당,20240625,,일반,FnGuide 금융지주플러스고배당 지수(PR),304227,317420.25,320124,321669,333780.75,19755,20545,20720,20820,21465,-3.23,4.4,0.85,0.48,3.1,19639,20542.26,20693.57,20872.53,21603.26,0.59,0.01,0.13,-0.25,-0.64,15400000,15450000,15450000,15450000,15550000,50000,308,309,309,309,311
A486240,DAISHIN343 AI반도체&인프라액티브,20240618,,일반,FnGuide AI반도체&인프라 지수,114096,114832,118688,120000,105760,35655,35885,37090,37500,33050,-2.91,0.65,3.36,1.11,-11.87,35494.67,35747.56,36917.29,37346.48,33218.01,0.45,0.38,0.47,0.41,-0.51,3200000,3200000,3200000,3200000,3200000,100000,32,32,32,32,32
A487130,KoAct AI인프라액티브,20240709,,일반,Solactive AI인프라 지수,79269.5,79752.5,83777.5,85123,77326,34465,34675,36425,37010,33620,-3.13,0.61,5.05,1.61,-9.16,34275.68,34659.21,36281.33,36861.83,32646.8,0.55,0.05,0.4,0.4,2.98,2300000,2300000,2300000,2300000,2300000,50000,46,46,46,46,46
A487240,KODEX AI전력핵심설비,20240709,,일반,iSelect AI 전력핵심설비 지수(Price Return),3158422,3394635,3531420,3835041,3572662.5,37690,40850,42650,46655,43305,-6.74,8.38,4.41,9.39,-7.18,37835.84,40675.49,42536.88,46424.67,43127.75,-0.39,0.43,0.27,0.5,0.41,83800000,83100000,82800000,82200000,82500000,100000,838,831,828,822,825
A487750,BNK 온디바이스AI,20240723,,일반,FnGuide 온디바이스AI 지수,15968,15934,16528,15948,14192,39920,39835,41320,39870,35480,-4.47,-0.21,3.73,-3.51,-11.01,39737.18,39668.97,41159.11,40130.93,35405.48,0.46,0.42,0.39,-0.65,0.21,400000,400000,400000,400000,400000,50000,8,8,8,8,8
