,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,num_cu_20260626,num_cu_20260629,num_cu_20260630,num_cu_20260701,num_cu_20260702
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A139220,TIGER 200 건설,20110406,,일반,코스피 200 건설,139327.2,145265.4,143616,144715.2,136938,7845,8235,8160,8260,7870,-4.97,4.97,-0.91,1.23,-4.72,7814.23,8245.09,8119.18,8226.01,7841.5,0.39,-0.12,0.5,0.41,0.36,17760000,17640000,17600000,17520000,17400000,20000,888,882,880,876,870
A139230,TIGER 200 중공업,20110406,,일반,코스피 200 중공업,292726,313540,309736.4,324942.8,314980.9,14210,15250,15065,15820,15335,-7.37,7.32,-1.21,5.01,-3.07,14310.91,15227.06,15102.74,15749.21,15263.85,-0.71,0.15,-0.25,0.45,0.47,20600000,20560000,20560000,20540000,20540000,20000,1030,1028,1028,1027,1027
A139240,TIGER 200 철강소재,20110406,,일반,코스피 200 철강/소재,5518.7,6003,5776.8,5808.7,5718.8,9515,10350,9960,10015,9860,-5.32,8.78,-3.77,0.55,-1.55,9561.96,10351.11,9940.2,10033.6,9920.05,-0.49,-0.01,0.2,-0.19,-0.61,580000,580000,580000,580000,580000,20000,29,29,29,29,29
A139250,TIGER 200 에너지화학,20110406,,일반,코스피 200 에너지/화학,27705.6,28860,28241.6,27232,25944.4,17760,18500,18580,18400,17530,-4.9,4.17,0.43,-0.97,-4.73,17682.33,18637.91,18538.72,18435.13,17588.15,0.44,-0.74,0.22,-0.19,-0.33,1560000,1560000,1520000,1480000,1480000,20000,78,78,76,74,74
A139260,TIGER 200 IT,20110406,,일반,코스피 200 정보기술,3438095,3494161.2,3642337.5,3665298,3328818.6,189950,187455,193125,191100,170185,-6.22,-1.31,3.02,-1.05,-10.94,189509.64,186673.04,192018.46,190213.01,168705.53,0.23,0.42,0.58,0.47,0.88,18100000,18640000,18860000,19180000,19560000,20000,905,932,943,959,978
A139270,TIGER 200 금융,20110406,,일반,코스피 200 금융,29201.9,30671.4,30522.6,31903.3,32378.6,16045,16490,16410,16445,16690,-3.31,2.77,-0.49,0.21,1.49,15979.47,16421.96,16448.97,16499.81,16742.45,0.41,0.41,-0.24,-0.33,-0.31,1820000,1860000,1860000,1940000,1940000,20000,91,93,93,97,97
A139280,TIGER 경기방어,20110406,,일반,코스피 200 경기방어소비재,38977.8,41349.2,40180.2,40547.6,41315.8,11670,12380,12030,12140,12370,-2.91,6.08,-2.83,0.91,1.89,11700.08,12383.98,12024.08,12203.53,12347.43,-0.26,-0.03,0.05,-0.52,0.18,3340000,3340000,3340000,3340000,3340000,20000,167,167,167,167,167
A139290,TIGER 200 경기소비재,20110406,,일반,코스피 200 경기소비재,6534,6793.2,6748.8,6804,6860.4,27225,28305,28120,28350,28585,-3.46,3.97,-0.65,0.82,0.83,27395.34,28393.4,28112.55,28426.76,28671.9,-0.62,-0.31,0.03,-0.27,-0.3,240000,240000,240000,240000,240000,20000,12,12,12,12,12
A140570,RISE 수출주,20110415,,일반,MKF 수출주 지수,10424,11066,11000,11212,10908,26060,27665,27500,28030,27270,-4.77,6.16,-0.6,1.93,-2.71,26227.15,27736.63,27655.67,28189.46,27167.93,-0.64,-0.26,-0.56,-0.57,0.38,400000,400000,400000,400000,400000,100000,4,4,4,4,4
A140580,RISE 우량업종대표주,20110415,,일반,MKF 우량업종대표주 지수,13040,13487.5,13510,13425,13095,26080,26975,27020,26850,26190,-3.35,3.43,0.17,-0.63,-2.46,26188.5,27138.71,26894.43,27019.91,26228.76,-0.41,-0.6,0.47,-0.63,-0.15,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A140700,KODEX 보험,20110426,,일반,KRX 보험,55810.5,55143.5,53200,52388,52864,19245,19015,19000,18710,18880,-3.12,-1.2,-0.08,-1.53,0.91,19158.69,19082.15,19005.67,18754.76,18867.59,0.45,-0.35,-0.03,-0.24,0.07,2900000,2900000,2800000,2800000,2800000,100000,29,29,28,28,28
A140710,KODEX 운송,20110426,,일반,KRX 운송,10737,11169,10818,11088,11277,5965,6205,6010,6160,6265,-2.61,4.02,-3.14,2.5,1.7,5942.23,6177.46,5998.12,6187,6248.91,0.38,0.45,0.2,-0.44,0.26,1800000,1800000,1800000,1800000,1800000,100000,18,18,18,18,18
A140950,파워 코스피100,20110503,,일반,코스피 100,61213.6,60566.8,61423.6,59609.2,54919.2,109310,108155,109685,106445,98070,-5.32,-1.06,1.41,-2.95,-7.87,108980.79,107842.74,109267.95,106425.25,96959.36,0.3,0.29,0.38,0.02,1.15,560000,560000,560000,560000,560000,40000,14,14,14,14,14
A143860,TIGER 헬스케어,20110718,,일반,KRX 헬스케어,148215.2,164274.5,157926.4,159200,156692.6,37240,41275,39680,40000,39370,-5.07,10.84,-3.86,0.81,-1.57,37227.66,41289.63,39607.73,39842.92,39210.98,0.03,-0.04,0.18,0.39,0.41,3980000,3980000,3980000,3980000,3980000,20000,199,199,199,199,199
A145670,ACE 인버스,20110908,,인버스 1X ,코스피 200 선물인버스 지수,3512.3,3555.7,3503,3592.9,3613.4,1133,1147,1130,1159,1246,4.91,1.24,-1.48,2.57,7.51,1133.16,1149.08,1133.85,1167.84,1257.03,-0.01,-0.18,-0.34,-0.76,-0.88,3100000,3100000,3100000,3100000,2900000,100000,31,31,31,31,29
A145850,TREX 펀더멘탈 200,20110923,,일반,FnGuide-RAFI 코리아200 지수,31887.5,32251.25,32286.25,31942.5,31002.5,127550,129005,129145,127770,124010,-3.91,1.14,0.11,-1.06,-2.94,126183.25,127810.43,128068.28,126538.55,122489.95,1.08,0.93,0.84,0.97,1.24,250000,250000,250000,250000,250000,50000,5,5,5,5,5
A147970,TIGER 모멘텀,20111026,,일반,FnGuide 모멘텀 지수,44544,45645.6,46934.4,47160,44728.8,92800,95095,97780,98250,93185,-5.55,2.47,2.82,0.48,-5.16,93285.14,95243.51,97383.16,98559.61,91867.65,-0.52,-0.16,0.41,-0.31,1.43,480000,480000,480000,480000,480000,20000,24,24,24,24,24
A148020,RISE 200,20111020,,일반,코스피 200,5089739.5,5118150,5146443,5058812.5,4674750,138685,137400,139470,135625,124660,-5.55,-0.93,1.51,-2.76,-8.08,138435.83,137046.81,138909.94,135310.64,123569.31,0.18,0.26,0.4,0.23,0.88,36700000,37250000,36900000,37300000,37500000,50000,734,745,738,746,750
A150460,TIGER 중국소비테마,20111216,,일반,FnGuide 중국내수테마 지수,53015.7,57220.8,56356.2,57472.2,58764.15,6745,7280,7170,7340,7505,-1.82,7.93,-1.51,2.37,2.25,6772.98,7332.56,7157.3,7372.16,7521.33,-0.41,-0.72,0.18,-0.44,-0.22,7860000,7860000,7860000,7830000,7830000,30000,262,262,262,261,261
A152100,PLUS 200,20120110,,일반,코스피 200,1844172,1822261.25,1845536.75,1770210,1627600,139710,138575,140345,136170,125200,-5.48,-0.81,1.28,-2.97,-8.06,139739.24,138248.44,140145.33,136481.26,124602.49,-0.02,0.24,0.14,-0.23,0.48,13200000,13150000,13150000,13000000,13000000,50000,264,263,263,260,260
A152500,ACE 레버리지,20120127,,레버리지,코스피 200 레버리지지수,81430,80455,82455,78110,65165,81430,80455,82455,78110,65165,-12.16,-1.2,2.49,-5.27,-16.57,82111.99,80347.79,82423.42,77715.08,65205.58,-0.83,0.13,0.04,0.51,-0.06,1000000,1000000,1000000,1000000,1000000,100000,10,10,10,10,10
A152870,파워 200,20120213,,일반,코스피 200,176936.5,178535.5,181785.5,176085,162305,136105,137335,139835,135450,124850,-7.47,0.9,1.82,-3.14,-7.83,138644.17,137265.06,139110.69,135510.44,123797.98,-1.83,0.05,0.52,-0.04,0.85,1300000,1300000,1300000,1300000,1300000,50000,26,26,26,26,26
A153270,KIWOOM 코스피100,20120228,,일반,코스피 100,45007.2,46200,45120.6,43959.3,40416.6,107160,110000,107430,104665,96230,-6.16,2.65,-2.34,-2.57,-8.06,107100.55,105946.94,107337.01,104530.25,95112.06,0.06,3.83,0.09,0.13,1.18,420000,420000,420000,420000,420000,20000,21,21,21,21,21
A156080,KODEX MSCI Korea,20120430,,일반,MSCI Korea Index,39771,39243,39774,38625,36420,66285,65405,66290,64375,60700,-5.31,-1.33,1.35,-2.89,-5.71,66033.15,65113.99,66032.32,64107.91,58341.35,0.38,0.45,0.39,0.42,4.04,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A157490,TIGER 소프트웨어,20120516,,일반,FnGuide 소프트웨어 지수,74589.2,79682.4,78540,78825.6,80063.2,7835,8370,8250,8280,8410,-2.61,6.83,-1.43,0.36,1.57,7864.45,8377.28,8245.12,8306.76,8389.42,-0.37,-0.09,0.06,-0.32,0.25,9520000,9520000,9520000,9520000,9520000,20000,476,476,476,476,476
A157500,TIGER 증권,20120516,,일반,FnGuide 증권 지수,282686,303205.2,307135,314202.6,294218.4,14050,15130,15250,15570,14770,-7.51,7.69,0.79,2.1,-5.14,14145.31,15168.96,15204.89,15555.29,14857.68,-0.67,-0.26,0.3,0.09,-0.59,20120000,20040000,20140000,20180000,19920000,20000,1006,1002,1007,1009,996
A159800,마이티 코스피100,20120705,,일반,코스피 100,30801.4,30532.6,31015.6,30000.6,27473.6,110005,109045,110770,107145,98120,-5.84,-0.87,1.58,-3.27,-8.42,110078.61,108912.59,110372.66,107480.55,97861.99,-0.07,0.12,0.36,-0.31,0.26,280000,280000,280000,280000,280000,40000,7,7,7,7,7
A161510,PLUS 고배당주,20120829,,일반,FnGuide 배당주 지수,2168736,2261963.4,2258667.45,2284564.2,2319799.5,23200,24020,23985,24260,24705,-2.95,3.92,-0.15,1.15,1.83,23120.91,24052.67,23941.02,24291.87,24572.13,0.34,-0.14,0.18,-0.13,0.54,93480000,94170000,94170000,94170000,93900000,30000,3116,3139,3139,3139,3130
A166400,TIGER 200커버드콜OTM,20121025,,일반,코스피 200 커버드콜 5% OTM 지수(PR 지수),12097.5,12087.5,12240,12170,11450,24195,24175,24480,24340,22900,-2.95,0.33,1.26,-0.57,-5.92,24868.79,24603.51,25174.17,24459.21,23578.29,-2.71,-1.74,-2.76,-0.49,-2.88,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A174350,TIGER 로우볼,20130620,,일반,FnGuide 로우볼 지수,9007.2,9345.6,9312,9388.8,9609.6,18765,19470,19400,19560,20020,-1.37,3.76,-0.36,0.82,2.35,18808.27,19599.01,19353.7,19661.16,20162.83,-0.23,-0.66,0.24,-0.51,-0.71,480000,480000,480000,480000,480000,20000,24,24,24,24,24
A192720,파워 고배당저변동성,20140220,,일반,코스피 200 고배당지수,30626.1,31825.95,31475.4,31848.75,32849.1,53730,55835,55220,55875,57630,-1.25,3.92,-1.1,1.19,3.14,53653.18,56099.12,55180.96,56108.89,57543.09,0.14,-0.47,0.07,-0.42,0.15,570000,570000,570000,570000,570000,30000,19,19,19,19,19
A210780,TIGER 코스피고배당,20141205,,일반,코스피 고배당 50,71145.45,74042.55,73593,74741.85,74745,21365,22235,22100,22445,22650,-2.53,4.07,-0.61,1.56,0.91,21439.45,22344.83,22163.7,22532.11,22691.86,-0.35,-0.49,-0.29,-0.39,-0.18,3330000,3330000,3330000,3330000,3300000,30000,111,111,111,111,110
A211560,TIGER 배당성장,20141217,,일반,코스피 배당성장 50,73715.4,75093.15,74422.2,74997.3,75615,33660,35255,34940,35210,35500,-2.39,4.74,-0.89,0.77,0.82,33515.91,35109.63,34814.67,35336.8,35657.07,0.43,0.41,0.36,-0.36,-0.44,2190000,2130000,2130000,2130000,2130000,30000,73,71,71,71,71
A211900,KODEX 코리아배당성장,20141217,,일반,코스피 배당성장 50,86726.25,90788.75,90496.25,91308.75,90672,26685,27935,27845,28095,28335,-2.61,4.76,-0.32,0.9,0.85,26748.96,28025.53,27789.43,28208.26,28464.24,-0.24,-0.32,0.2,-0.4,-0.45,3250000,3250000,3250000,3250000,3200000,50000,65,65,65,65,64
A213610,KODEX 삼성그룹밸류,20150108,,일반,WISE 삼성그룹밸류 인덱스,290950,292675,294112.5,288420,275425,25300,25450,25575,25080,23950,-3.08,0.59,0.49,-1.94,-4.51,25196.74,25454.86,25482.14,25128.22,23955.82,0.41,-0.02,0.36,-0.19,-0.02,11500000,11500000,11500000,11500000,11500000,100000,115,115,115,115,115
A215620,HK S&P코리아로우볼,20150325,,일반,S&P Korea 저변동성 지수,7916.4,8253.9,8208,8275.5,8499.6,14660,15285,15200,15325,15740,-3.52,4.26,-0.56,0.82,2.71,14818.87,15434.73,15176.36,15454.69,15609.37,-1.07,-0.97,0.16,-0.84,0.84,540000,540000,540000,540000,540000,30000,18,18,18,18,18
A223190,KODEX 200가치저변동,20150626,,일반,코스피 200 가치저변동성 지수,29560,30075,30085,29800,29205,29560,30075,30085,29800,29205,-4.07,1.74,0.03,-0.95,-2,29519.37,30035.58,30078.73,29754.48,29005.93,0.14,0.13,0.02,0.15,0.69,1000000,1000000,1000000,1000000,1000000,100000,10,10,10,10,10
A226380,ACE Fn성장소비주도주,20150819,,일반,FnGuide 성장소비주도 지수,3650.5,4007.5,3899,3972.5,4063.5,5215,5725,5570,5675,5805,-2.71,9.78,-2.71,1.88,2.29,5253.29,5700.91,5540.87,5697.6,5781.83,-0.73,0.42,0.53,-0.4,0.4,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A226490,KODEX 코스피,20150824,,일반,코스피지수,1179633,1192596,1199914.5,1172241,1106025.75,86420,86420,87585,84945,79285,-6.31,0,1.35,-3.01,-6.66,86557.1,86411.11,87246.44,85435.35,78702.84,-0.16,0.01,0.39,-0.57,0.74,13650000,13800000,13700000,13800000,13950000,50000,273,276,274,276,279
A226980,KODEX 200 중소형,20150901,,일반,코스피 200 중소형주지수,20304,21510,21267,21942,21483,22560,23900,23630,24380,23870,-2.65,5.94,-1.13,3.17,-2.09,22465.59,23823,23635.87,24371.56,23866.9,0.42,0.32,-0.02,0.03,0.01,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A227540,TIGER 200 헬스케어,20150923,,일반,코스피 200 헬스케어,29089.2,31614.7,30319.9,30568.9,30759.8,17315,19045,18265,18415,18530,-5.12,9.99,-4.1,0.82,0.62,17359.15,19171.96,18201.48,18344.5,18496.4,-0.25,-0.66,0.35,0.38,0.18,1680000,1660000,1660000,1660000,1660000,20000,84,83,83,83,83
A227550,TIGER 200 산업재,20150923,,일반,코스피 200 산업재,3964.4,4287.4,8061.9,8461.2,8302.8,11660,12610,12215,12820,12580,-5.78,8.15,-3.13,4.95,-1.87,11744.45,12630.58,12300.59,12880.73,12662.07,-0.72,-0.16,-0.7,-0.47,-0.65,340000,340000,660000,660000,660000,20000,17,17,33,33,33
A227560,TIGER 200 생활소비재,20150923,,일반,코스피 200 생활소비재,2605.9,2769.8,4419,4537.8,4591.8,11845,12590,12275,12605,12755,-2.91,6.29,-2.5,2.69,1.19,11908.82,12537.25,12246.14,12553.6,12783.09,-0.54,0.42,0.24,0.41,-0.22,220000,220000,360000,360000,360000,20000,11,11,18,18,18
A227570,TIGER 우량가치,20150923,,일반,FnGuide 퀄리티 밸류 지수,6253.5,6537.3,9388.8,9580.8,9580.8,18950,19810,19560,19960,19960,-2.55,4.54,-1.26,2.04,0,18979.75,19983.1,19688.15,20038.25,20094.95,-0.16,-0.87,-0.65,-0.39,-0.67,330000,330000,480000,480000,480000,30000,11,11,16,16,16
A227830,PLUS 코스피,20150923,,일반,코스피지수,21847.5,21838.75,22102.5,21520,19725,87390,87355,88410,86080,78900,-6,-0.04,1.21,-2.64,-8.34,87055.87,86896.81,87750.04,85953.37,79158.92,0.38,0.53,0.75,0.15,-0.33,250000,250000,250000,250000,250000,50000,5,5,5,5,5
A228790,TIGER 화장품,20151007,,일반,WISE 화장품 지수,232765.2,252205.8,247901.85,262462.5,270685.8,3320,3605,3545,3750,3780,-1.34,8.58,-1.66,5.78,0.8,3334.27,3594.35,3539.15,3759.51,3780.25,-0.43,0.3,0.17,-0.25,-0.01,70110000,69960000,69930000,69990000,71610000,30000,2337,2332,2331,2333,2387
A228800,TIGER 여행레저,20151007,,일반,WISE 여행레저 지수,69854.4,73953.6,72070.8,73321.2,75108,2695,2840,2755,2790,2845,-3.41,5.38,-2.99,1.27,1.97,2685.98,2834.5,2738.85,2779.73,2825.73,0.34,0.19,0.59,0.37,0.68,25920000,26040000,26160000,26280000,26400000,30000,864,868,872,876,880
A228810,TIGER 미디어컨텐츠,20151007,,일반,WISE 미디어컨텐츠 지수,73511.1,81464.4,79851.45,81868.5,82845,3090,3420,3365,3450,3500,-3.29,10.68,-1.61,2.53,1.45,3106.93,3440.63,3344.54,3436.1,3482.15,-0.54,-0.6,0.61,0.4,0.51,23790000,23820000,23730000,23730000,23670000,30000,793,794,791,791,789
A228820,TIGER KTOP30,20151014,,일반,KTOP 30,21232.5,21166,27048,26370,24702,22350,22280,22540,21975,20585,-4.61,-0.31,1.17,-2.51,-6.33,22321.3,22227.15,22454.55,21928.26,20460.86,0.13,0.24,0.38,0.21,0.61,950000,950000,1200000,1200000,1200000,50000,19,19,24,24,24
A229200,KODEX 코스닥150,20151001,,일반,코스닥 150,4493307,4952008.5,4876736,4907700,4626972,15260,16710,16565,16625,15480,-3.84,9.5,-0.87,0.36,-6.89,15308.91,16627.23,16526.6,16640.04,15362.33,-0.32,0.5,0.23,-0.09,0.77,294450000,296350000,294400000,295200000,298900000,50000,5889,5927,5888,5904,5978
A229720,KODEX KTOP30,20151014,,일반,KTOP 30,26460,26664,26910,26250,24510,44100,44440,44850,43750,40850,-5.58,0.77,0.92,-2.45,-6.63,44396.82,44215.45,44686.51,43604.36,40629.97,-0.67,0.51,0.37,0.33,0.54,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A232080,TIGER 코스닥150,20151112,,일반,코스닥 150,1338322,1461729.1,1440001,1454897.7,1348740.8,15580,16985,16850,16945,15760,-3.71,9.02,-0.79,0.56,-6.99,15596.45,16940.08,16836.71,16952.49,15652.26,-0.11,0.27,0.08,-0.04,0.69,85900000,86060000,85460000,85860000,85580000,20000,4295,4303,4273,4293,4279
A233160,TIGER 코스닥150 레버리지,20151217,,레버리지,코스닥 150 레버리지지수,169306.5,201684,199251.25,202293,175698,10230,12005,11825,11970,10215,-7.04,17.35,-1.5,1.23,-14.66,10171.91,11956.83,11701.71,11909.64,10108.82,0.57,0.4,1.05,0.51,1.05,16550000,16800000,16850000,16900000,17200000,50000,331,336,337,338,344
A233740,KODEX 코스닥150레버리지,20151217,,레버리지,코스닥 150 레버리지지수,3039439,3653832,3644532.5,3789905,3223788,9230,10920,10735,10850,9320,-7.98,18.31,-1.69,1.07,-14.1,9267.49,10911.34,10671.5,10855.65,9216.12,-0.4,0.08,0.6,-0.05,1.13,329300000,334600000,339500000,349300000,345900000,100000,3293,3346,3395,3493,3459
A234310,RISE V&S셀렉트밸류,20160202,,일반,FnGuide 셀렉트밸류 지수,14895,15262.5,15352.5,15175,14642.5,29790,30525,30705,30350,29285,-4.47,2.47,0.59,-1.16,-3.51,29979.08,30498.6,30630.32,30365.74,29330.06,-0.63,0.09,0.24,-0.05,-0.15,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A237350,KODEX 코스피100,20160127,,일반,코스피 100,1192266,1184760,1204200,1176465.5,1077893.25,110395,109700,111500,108430,99345,-6.64,-0.63,1.64,-2.75,-8.38,110856.26,109708.2,111168.08,108256.56,98596.58,-0.42,-0.01,0.3,0.16,0.76,10800000,10800000,10800000,10850000,10850000,50000,216,216,216,217,217
A243880,TIGER 200IT레버리지,20160513,,레버리지,코스피 200 정보기술 레버리지지수,1110641,1111500,1164189.38,1138404,884800,793315,780000,816975,798880,632000,-12.56,-1.68,4.74,-2.21,-20.89,791181.21,773424.31,809982.47,798584.57,615781.41,0.27,0.85,0.86,0.04,2.63,1400000,1425000,1425000,1425000,1400000,25000,56,57,57,57,56
A243890,TIGER 200에너지화학레버리지,20160513,,레버리지,코스피 200 에너지/화학 레버리지지수,5725,6246.88,6250,6184.38,5606.25,9160,9995,10000,9895,8970,-10.59,9.12,0.05,-1.05,-9.35,8973.35,9996.03,10015.55,9821.69,8812.48,2.08,-0.01,-0.16,0.75,1.79,625000,625000,625000,625000,625000,25000,25,25,25,25,25
A244580,KODEX 바이오,20160513,,일반,FnGuide 바이오 지수,212689.6,242457.6,230260.8,233727.6,229795.2,8660,9840,9345,9455,9090,-4.63,13.63,-5.03,1.18,-3.86,8624.56,9777.31,9335.85,9450.81,9131.96,0.41,0.64,0.1,0.04,-0.46,24560000,24640000,24640000,24720000,25280000,80000,307,308,308,309,316
A244620,KODEX 모멘텀Plus,20160513,,일반,FnGuide 모멘텀PLUS 지수,16737,17146.5,18109,18557,16975,23910,24495,25870,26510,24250,-3.26,2.45,5.61,2.47,-8.53,24072.21,24462.05,25773.5,26633.12,24161.73,-0.67,0.13,0.37,-0.46,0.37,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A244660,KODEX 퀄리티Plus,20160513,,일반,FnGuide 퀄리티PLUS 지수,4255,4515,4537.5,4555,4687.5,8510,9030,9075,9110,9375,-3.3,6.11,0.5,0.39,2.91,8570.36,9150.81,8967.06,9183.32,9323.73,-0.7,-1.32,1.2,-0.8,0.55,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A244670,KODEX 밸류Plus,20160513,,일반,FnGuide 밸류PLUS 지수,6483,6897,6819,6981,7062,10805,11495,11365,11635,11770,-2.66,6.39,-1.13,2.38,1.16,10910.9,11514.43,11401.36,11724.53,11697.6,-0.97,-0.17,-0.32,-0.76,0.62,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A250780,TIGER 코스닥150선물인버스,20160810,,인버스 1X ,F-코스닥150 인버스지수,9451.75,8604.75,8775,8736,9360,2455,2235,2250,2240,2400,4.03,-8.96,0.67,-0.44,7.14,2449.77,2230.23,2263.69,2237.82,2409.32,0.21,0.21,-0.6,0.1,-0.39,3850000,3850000,3900000,3900000,3900000,50000,77,77,78,78,78
A251340,KODEX 코스닥150선물인버스,20160810,,인버스 1X ,F-코스닥150 인버스지수,183388.5,169608,167926,163013,177682.5,2455,2220,2245,2230,2385,4.69,-9.57,1.13,-0.67,6.95,2458.93,2238.2,2271.89,2245.98,2417.72,-0.16,-0.81,-1.18,-0.71,-1.35,74700000,76400000,74800000,73100000,74500000,100000,747,764,748,731,745
A251590,PLUS 고배당저변동50,20160811,,일반,FnGuide 고배당저변동50 지수,11109,11518.5,11438,11532.5,11742.5,15870,16455,16340,16475,16775,-0.94,3.69,-0.7,0.83,1.82,15796.95,16385.21,16264.91,16558.4,16699.41,0.46,0.43,0.46,-0.5,0.45,700000,700000,700000,700000,700000,50000,14,14,14,14,14
A252000,TIGER 200동일가중,20160920,,일반,코스피 200 동일가중지수,14680,15760,15572,15712,11727,18350,19700,19465,19640,19545,-4.95,7.36,-1.19,0.9,-0.48,18566.12,19745.23,19380.28,19769.23,19601.86,-1.16,-0.23,0.44,-0.65,-0.29,800000,800000,800000,800000,600000,50000,16,16,16,16,12
A252400,RISE 200선물레버리지,20160912,,레버리지,코스피 200 선물레버리지지수,129150,127176,131022.5,123231.5,104083,184500,181680,187175,176045,148690,-11.87,-1.53,3.02,-5.95,-15.54,186862.42,182063.53,187058.38,175931.29,148819.96,-1.26,-0.21,0.06,0.06,-0.09,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A252410,RISE 200선물인버스,20160912,,인버스 1X ,코스피 200 선물인버스 지수,2318,2326,2300,2362,2492,1159,1163,1150,1181,1246,4.23,0.35,-1.12,2.7,5.5,1154.34,1170.24,1154.84,1190.4,1280.02,0.4,-0.62,-0.42,-0.79,-2.66,2000000,2000000,2000000,2000000,2000000,100000,20,20,20,20,20
A252420,RISE 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,3592.8,3642.7,3542.9,3742.5,4341.3,72,73,71,75,87,14.29,1.39,-2.74,5.63,16,71.04,72.91,70.96,75.42,86.05,1.35,0.12,0.06,-0.56,1.1,49900000,49900000,49900000,49900000,49900000,100000,499,499,499,499,499
A252650,KODEX 200동일가중,20160920,,일반,코스피 200 동일가중지수,17700,18870,18620,18845,15112,17700,18870,18620,18845,18890,-4.3,6.61,-1.32,1.21,0.24,17784.78,18915.96,18565.71,18939.97,18779.89,-0.48,-0.24,0.29,-0.5,0.59,1000000,1000000,1000000,1000000,800000,100000,10,10,10,10,8
A252670,KODEX 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,917196.3,933678.4,912835.5,938750.4,1048185.6,69,71,69,72,84,11.29,2.9,-2.82,4.35,16.67,68.99,70.82,68.94,73.06,84.23,0.01,0.25,0.09,-1.45,-0.27,13292700000,13150400000,13229500000,13038200000,12478400000,100000,132927,131504,132295,130382,124784
A252710,TIGER 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,30455.6,30982.5,29743.2,30999.6,33255.2,73,75,72,79,88,10.61,2.74,-4,9.72,11.39,73.61,75.67,73.59,77.96,90.04,-0.83,-0.89,-2.16,1.33,-2.27,417200000,413100000,413100000,392400000,377900000,100000,4172,4131,4131,3924,3779
A253150,PLUS 200선물레버리지,20160929,,레버리지,코스피 200 선물레버리지지수,92153.75,90728.75,94045,88176.25,74070,368615,362915,376180,352705,296280,-12.62,-1.55,3.66,-6.24,-16,373333.91,364220.67,373827.64,351675.36,297096.79,-1.26,-0.36,0.63,0.29,-0.27,250000,250000,250000,250000,250000,50000,5,5,5,5,5
A253160,PLUS 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,1688.85,1737.45,1688.85,1675.8,1983.6,139,143,139,147,174,13.01,2.88,-2.8,5.76,18.37,139.88,143.8,139.83,148.35,170.65,-0.63,-0.56,-0.59,-0.91,1.96,12150000,12150000,12150000,11400000,11400000,50000,243,243,243,228,228
A253230,KIWOOM 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,2580.6,2580.6,2505.8,2543.2,3029.4,69,69,67,68,81,13.11,0,-2.9,1.49,19.12,67.57,69.46,67.58,71.54,82.48,2.12,-0.66,-0.86,-4.95,-1.79,37400000,37400000,37400000,37400000,37400000,10000,3740,3740,3740,3740,3740
