,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
A091230,TIGER 반도체,20060627,,일반,KRX 반도체,1565139,1414035.5,,,,153445,137285,,,,4.36,-10.53,,,,152761.07,136594.96,,,,0.45,0.51,,,,10200000,10300000,,,,20000,510,515,0,0,0
A100910,KIWOOM KRX100,20080123,,일반,KRX 100,68652,61542,,,,19070,17095,,,,2.17,-10.36,,,,18999.17,17087.71,,,,0.37,0.04,,,,3600000,3600000,,,,300000,12,12,0,0,0
A102110,TIGER 200,20080403,,일반,코스피 200,10846435,9797890.25,,,,120650,108805,,,,2.35,-9.82,,,,120533.16,108651.8,,,,0.1,0.14,,,,89900000,90050000,,,,50000,1798,1801,0,0,0
A102780,KODEX 삼성그룹,20080521,,일반,MKF 삼성그룹지수,3621306,3311685,,,,27310,24975,,,,4.68,-8.55,,,,27426.06,25056.98,,,,-0.42,-0.33,,,,132600000,132600000,,,,100000,1326,1326,0,0,0
A102960,KODEX 기계장비,20080529,,일반,KRX 기계장비,15506.4,14711.2,,,,13845,13135,,,,5.37,-5.13,,,,13795.31,13213.53,,,,0.36,-0.59,,,,1120000,1120000,,,,20000,56,56,0,0,0
A102970,KODEX 증권,20080529,,일반,KRX 증권,838679.25,801295,,,,22335,21425,,,,6.41,-4.07,,,,22305.62,21590.09,,,,0.13,-0.76,,,,37550000,37400000,,,,50000,751,748,0,0,0
A104520,KIWOOM 블루칩,20080729,,일반,MKF 블루칩,14720,14305,,,,14720,14305,,,,2.01,-2.82,,,,14842.97,14422.88,,,,-0.83,-0.82,,,,1000000,1000000,,,,100000,10,10,0,0,0
A104530,KIWOOM 코리아고배당,20080729,,일반,MKF 웰스 고배당 20,37915.25,37496,,,,17635,17440,,,,1.23,-1.11,,,,17694.51,17431.75,,,,-0.34,0.05,,,,2150000,2150000,,,,50000,43,43,0,0,0
A105190,ACE 200,20080925,,일반,코스피 200,2018646,1787600,,,,121240,109000,,,,2.76,-10.1,,,,120740.11,108791.86,,,,0.41,0.19,,,,16650000,16400000,,,,50000,333,328,0,0,0
A105780,RISE 5대그룹주,20081022,,일반,MKF 5대그룹주,36840,33440,,,,18420,16720,,,,4.48,-9.23,,,,18341.1,16818.59,,,,0.43,-0.59,,,,2000000,2000000,,,,200000,10,10,0,0,0
A108450,ACE 삼성그룹섹터가중,20090203,,일반,MKF SAMs SW,89881,83666,,,,40855,38030,,,,2.92,-6.91,,,,40983.43,38101.77,,,,-0.31,-0.19,,,,2200000,2200000,,,,100000,22,22,0,0,0
A108590,TREX 200,20090123,,일반,코스피 200,24152,21700,,,,120760,108500,,,,3,-10.15,,,,119997.14,108085.52,,,,0.64,0.38,,,,200000,200000,,,,50000,4,4,0,0,0
A114800,KODEX 인버스,20090916,,인버스 1X ,코스피 200 선물인버스 지수,878789.7,964082.7,,,,1017,1117,,,,-2.49,9.83,,,,1017.26,1118.82,,,,-0.03,-0.16,,,,864100000,863100000,,,,100000,8641,8631,0,0,0
A117460,KODEX 에너지화학,20091012,,일반,KRX 에너지화학,25362.4,25274.2,,,,12940,12895,,,,4.44,-0.35,,,,12925.84,12969.58,,,,0.11,-0.58,,,,1960000,1960000,,,,70000,28,28,0,0,0
A117680,KODEX 철강,20091030,,일반,KRX 철강,21540.4,21119,,,,10990,10775,,,,4.37,-1.96,,,,10959.19,10760.27,,,,0.28,0.14,,,,1960000,1960000,,,,70000,28,28,0,0,0
A117700,KODEX 건설,20091030,,일반,KRX 건설,202860,190408.5,,,,6300,5895,,,,6.6,-6.43,,,,6290.22,5936.38,,,,0.16,-0.7,,,,32200000,32300000,,,,100000,322,323,0,0,0
A122090,PLUS 코스피50,20100107,,일반,코스피 50,218051.85,196070.1,,,,92005,82730,,,,2.11,-10.08,,,,92117.57,82291.07,,,,-0.12,0.53,,,,2370000,2370000,,,,30000,79,79,0,0,0
A122630,KODEX 레버리지,20100222,,레버리지,코스피 200 레버리지지수,7293638,6003575,,,,150695,121900,,,,4.34,-19.11,,,,151362.96,121383.65,,,,-0.44,0.43,,,,48400000,49250000,,,,50000,968,985,0,0,0
A123310,TIGER 인버스,20100329,,인버스 1X ,코스피 200 선물인버스 지수,62691.2,68380.8,,,,1144,1257,,,,-2.22,9.88,,,,1143.35,1257.48,,,,0.06,-0.04,,,,54800000,54400000,,,,100000,548,544,0,0,0
A123320,TIGER 레버리지,20100409,,레버리지,코스피 200 레버리지지수,330011,264000,,,,150005,120000,,,,4.17,-20,,,,151147.81,121264.01,,,,-0.76,-1.04,,,,2200000,2200000,,,,100000,22,22,0,0,0
A131890,ACE 삼성그룹동일가중,20100917,,일반,MKF SAMs EW Index,16396,15792,,,,40990,39480,,,,1.61,-3.68,,,,40836.31,39328.36,,,,0.38,0.39,,,,400000,400000,,,,100000,4,4,0,0,0
A138520,TIGER 삼성그룹,20110307,,일반,MKF SAMs FW,157406,144352,,,,37300,34700,,,,4.32,-6.97,,,,37358.96,34918.08,,,,-0.16,-0.62,,,,4220000,4160000,,,,20000,211,208,0,0,0
A138530,TIGER LG그룹플러스,20110310,,일반,MKF LG그룹+ FW,87333.4,84014.4,,,,11770,11415,,,,3.65,-3.02,,,,11790.94,11484.06,,,,-0.18,-0.6,,,,7420000,7360000,,,,20000,371,368,0,0,0
A138540,TIGER 현대차그룹플러스,20110310,,일반,MKF 현대차그룹+ FW,726639.4,706515,,,,53905,52725,,,,3.9,-2.19,,,,53908.46,52736.82,,,,-0.01,-0.02,,,,13480000,13400000,,,,20000,674,670,0,0,0
A139220,TIGER 200 건설,20110406,,일반,코스피 200 건설,130944,121164,,,,7440,6900,,,,5.68,-7.26,,,,7409.05,6939.11,,,,0.42,-0.56,,,,17600000,17560000,,,,20000,880,878,0,0,0
A139230,TIGER 200 중공업,20110406,,일반,코스피 200 중공업,278492.7,264725.1,,,,13665,13015,,,,6.09,-4.76,,,,13705.64,13045.23,,,,-0.3,-0.23,,,,20380000,20340000,,,,20000,1019,1017,0,0,0
A139240,TIGER 200 철강소재,20110406,,일반,코스피 200 철강/소재,5820,5682,,,,9700,9470,,,,4.98,-2.37,,,,9689.43,9493.95,,,,0.11,-0.25,,,,600000,600000,,,,20000,30,30,0,0,0
A139250,TIGER 200 에너지화학,20110406,,일반,코스피 200 에너지/화학,23358,22914.9,,,,17175,16605,,,,4.82,-3.32,,,,17174.6,16715.87,,,,0,-0.66,,,,1360000,1380000,,,,20000,68,69,0,0,0
A139260,TIGER 200 IT,20110406,,일반,코스피 200 정보기술,3120460.8,2639952,,,,158560,135800,,,,3.61,-14.35,,,,157934.27,136473.02,,,,0.4,-0.49,,,,19680000,19440000,,,,20000,984,972,0,0,0
A139270,TIGER 200 금융,20110406,,일반,코스피 200 금융,34496,34309.8,,,,17600,17505,,,,5.74,-0.54,,,,17575.38,17532.26,,,,0.14,-0.16,,,,1960000,1960000,,,,20000,98,98,0,0,0
A139280,TIGER 경기방어,20110406,,일반,코스피 200 경기방어소비재,40697.9,40247,,,,12185,12050,,,,1.8,-1.11,,,,12137.84,12022.29,,,,0.39,0.23,,,,3340000,3340000,,,,20000,167,167,0,0,0
A139290,TIGER 200 경기소비재,20110406,,일반,코스피 200 경기소비재,6794.4,6601.2,,,,28310,27505,,,,3.6,-2.84,,,,28233.84,27720.71,,,,0.27,-0.78,,,,240000,240000,,,,20000,12,12,0,0,0
A140570,RISE 수출주,20110415,,일반,MKF 수출주 지수,10318,9788,,,,25795,24470,,,,5.85,-5.14,,,,25656.7,24629.45,,,,0.54,-0.65,,,,400000,400000,,,,100000,4,4,0,0,0
A140580,RISE 우량업종대표주,20110415,,일반,MKF 우량업종대표주 지수,12692.5,12147.5,,,,25385,24295,,,,3.87,-4.29,,,,25376.41,24443.21,,,,0.03,-0.61,,,,500000,500000,,,,100000,5,5,0,0,0
A140700,KODEX 보험,20110426,,일반,KRX 보험,50375,49764,,,,19375,19140,,,,5.53,-1.21,,,,19390.31,19118.47,,,,-0.08,0.11,,,,2600000,2600000,,,,100000,26,26,0,0,0
A140710,KODEX 운송,20110426,,일반,KRX 운송,11178,10370,,,,6210,6100,,,,2.9,-1.77,,,,6181.8,6080.38,,,,0.46,0.32,,,,1800000,1700000,,,,100000,18,17,0,0,0
A140950,파워 코스피100,20110503,,일반,코스피 100,53488.4,48073.2,,,,95515,85845,,,,2.77,-10.12,,,,95163.4,85530.97,,,,0.37,0.37,,,,560000,560000,,,,40000,14,14,0,0,0
A143860,TIGER 헬스케어,20110718,,일반,KRX 헬스케어,146700,142540,,,,36675,35635,,,,0.38,-2.84,,,,36563.1,35507.07,,,,0.31,0.36,,,,4000000,4000000,,,,20000,200,200,0,0,0
A145670,ACE 인버스,20110908,,인버스 1X ,코스피 200 선물인버스 지수,3584,3934,,,,1280,1405,,,,-2.22,9.77,,,,1277.49,1404.98,,,,0.2,0,,,,2800000,2800000,,,,100000,28,28,0,0,0
A145850,TREX 펀더멘탈 200,20110923,,일반,FnGuide-RAFI 코리아200 지수,30907.5,29450,,,,123630,117800,,,,3.03,-4.72,,,,122172.71,116408.16,,,,1.19,1.2,,,,250000,250000,,,,50000,5,5,0,0,0
A147970,TIGER 모멘텀,20111026,,일반,FnGuide 모멘텀 지수,41481.6,39000,,,,86420,81250,,,,4.5,-5.98,,,,85993.44,81246.31,,,,0.5,0,,,,480000,480000,,,,20000,24,24,0,0,0
A148020,RISE 200,20111020,,일반,코스피 200,4746690,4313764.5,,,,121710,109765,,,,2.77,-9.81,,,,121254.71,109280.54,,,,0.38,0.44,,,,39000000,39300000,,,,50000,780,786,0,0,0
A150460,TIGER 중국소비테마,20111216,,일반,FnGuide 중국내수테마 지수,56565.6,57109.5,,,,7280,7350,,,,1.04,0.96,,,,7312,7330.42,,,,-0.44,0.27,,,,7770000,7770000,,,,30000,259,259,0,0,0
A152100,PLUS 200,20120110,,일반,코스피 200,1603309,1430521.75,,,,122390,110465,,,,2.51,-9.74,,,,122258.91,110153.31,,,,0.11,0.28,,,,13100000,12950000,,,,50000,262,259,0,0,0
A152500,ACE 레버리지,20120127,,레버리지,코스피 200 레버리지지수,61640,49415,,,,61640,49415,,,,4.29,-19.83,,,,61706.72,49539.14,,,,-0.11,-0.25,,,,1000000,1000000,,,,100000,10,10,0,0,0
A152870,파워 200,20120213,,일반,코스피 200,164578.5,148068,,,,121910,109680,,,,2.74,-10.03,,,,121454.29,109483.48,,,,0.38,0.18,,,,1350000,1350000,,,,50000,27,27,0,0,0
A153270,KIWOOM 코스피100,20120228,,일반,코스피 100,39274.2,35238,,,,93510,83900,,,,2.56,-10.28,,,,93421.4,84005.22,,,,0.09,-0.13,,,,420000,420000,,,,20000,21,21,0,0,0
A156080,KODEX MSCI Korea,20120430,,일반,MSCI Korea Index,34584,31044,,,,57640,51740,,,,2.53,-10.24,,,,57434.9,51567.1,,,,0.36,0.34,,,,600000,600000,,,,100000,6,6,0,0,0
A157490,TIGER 소프트웨어,20120516,,일반,FnGuide 소프트웨어 지수,77607.9,74812,,,,8135,7925,,,,3.5,-2.58,,,,8115.33,7915.04,,,,0.24,0.13,,,,9540000,9440000,,,,20000,477,472,0,0,0
A157500,TIGER 증권,20120516,,일반,FnGuide 증권 지수,317492,305822.4,,,,15640,15080,,,,7.12,-3.58,,,,15638.19,15169.47,,,,0.01,-0.59,,,,20300000,20280000,,,,20000,1015,1014,0,0,0
A159800,마이티 코스피100,20120705,,일반,코스피 100,26790.4,24046.4,,,,95680,85880,,,,1.91,-10.24,,,,96033.78,86258.5,,,,-0.37,-0.44,,,,280000,280000,,,,40000,7,7,0,0,0
A161510,PLUS 고배당주,20120829,,일반,FnGuide 배당주 지수,2376582.6,2349195,,,,25165,24875,,,,3.01,-1.15,,,,25175.35,25061.98,,,,-0.04,-0.75,,,,94440000,94440000,,,,30000,3148,3148,0,0,0
A166400,TIGER 200커버드콜OTM,20121025,,일반,코스피 200 커버드콜 5% OTM 지수(PR 지수),12032.5,11257.5,,,,24065,22515,,,,2.49,-6.44,,,,23976.12,22665.85,,,,0.37,-0.67,,,,500000,500000,,,,100000,5,5,0,0,0
A174350,TIGER 로우볼,20130620,,일반,FnGuide 로우볼 지수,9420.8,9356.4,,,,20480,20340,,,,2.37,-0.68,,,,20515.47,20489.42,,,,-0.17,-0.73,,,,460000,460000,,,,20000,23,23,0,0,0
A192720,파워 고배당저변동성,20140220,,일반,코스피 200 고배당지수,33088.5,32871.9,,,,58050,57670,,,,1.55,-0.65,,,,58019.59,57884.95,,,,0.05,-0.37,,,,570000,570000,,,,30000,19,19,0,0,0
A210780,TIGER 코스피고배당,20141205,,일반,코스피 고배당 50,76362,75570,,,,23140,22900,,,,2.21,-1.04,,,,23152.4,22956.59,,,,-0.05,-0.25,,,,3300000,3300000,,,,30000,110,110,0,0,0
A211560,TIGER 배당성장,20141217,,일반,코스피 배당성장 50,76893,75700.2,,,,36100,35540,,,,3.68,-1.55,,,,36154.05,35911.02,,,,-0.15,-1.03,,,,2130000,2130000,,,,30000,71,71,0,0,0
A211900,KODEX 코리아배당성장,20141217,,일반,코스피 배당성장 50,92192,90720,,,,28810,28350,,,,2.4,-1.6,,,,28862.65,28668.17,,,,-0.18,-1.11,,,,3200000,3200000,,,,50000,64,64,0,0,0
A213610,KODEX 삼성그룹밸류,20150108,,일반,WISE 삼성그룹밸류 인덱스,260069.5,246509.5,,,,23015,21815,,,,2.47,-5.21,,,,23158.83,21793.3,,,,-0.62,0.1,,,,11300000,11300000,,,,100000,113,113,0,0,0
A215620,HK S&P코리아로우볼,20150325,,일반,S&P Korea 저변동성 지수,8386.2,8407.8,,,,15530,15570,,,,0,0.26,,,,15624.08,15492.09,,,,-0.6,0.5,,,,540000,540000,,,,30000,18,18,0,0,0
A223190,KODEX 200가치저변동,20150626,,일반,코스피 200 가치저변동성 지수,28760,27500,,,,28760,27500,,,,2.51,-4.38,,,,28710.05,27549.25,,,,0.17,-0.18,,,,1000000,1000000,,,,100000,10,10,0,0,0
A226380,ACE Fn성장소비주도주,20150819,,일반,FnGuide 성장소비주도 지수,4042.5,3955,,,,5775,5650,,,,3.31,-2.16,,,,5742.05,5690.69,,,,0.57,-0.72,,,,700000,700000,,,,100000,7,7,0,0,0
A226490,KODEX 코스피,20150824,,일반,코스피지수,1114687.5,1026965,,,,76875,70100,,,,1.56,-8.81,,,,76946.71,70054.28,,,,-0.09,0.07,,,,14500000,14650000,,,,50000,290,293,0,0,0
A226980,KODEX 200 중소형,20150901,,일반,코스피 200 중소형주지수,20592,19921.5,,,,22880,22135,,,,5.05,-3.26,,,,22780.86,22355.58,,,,0.44,-0.99,,,,900000,900000,,,,100000,9,9,0,0,0
A227540,TIGER 200 헬스케어,20150923,,일반,코스피 200 헬스케어,29821.9,29622.7,,,,17965,17845,,,,2.31,-0.67,,,,17967.83,17789.5,,,,-0.02,0.31,,,,1660000,1660000,,,,20000,83,83,0,0,0
A227550,TIGER 200 산업재,20150923,,일반,코스피 200 산업재,3967.8,3855.6,,,,11670,11340,,,,4.34,-2.83,,,,11650.92,11294.39,,,,0.16,0.4,,,,340000,340000,,,,20000,17,17,0,0,0
A227560,TIGER 200 생활소비재,20150923,,일반,코스피 200 생활소비재,2736.8,3214.9,,,,12440,12365,,,,2.6,-0.6,,,,12432.1,12374.12,,,,0.06,-0.07,,,,220000,260000,,,,20000,11,13,0,0,0
A227570,TIGER 우량가치,20150923,,일반,FnGuide 퀄리티 밸류 지수,7189.2,7108.2,,,,19970,19745,,,,1.22,-1.13,,,,20085.35,19882.91,,,,-0.57,-0.69,,,,360000,360000,,,,30000,12,12,0,0,0
A227830,PLUS 코스피,20150923,,일반,코스피지수,19677.5,17736.25,,,,78710,70945,,,,4.54,-9.87,,,,77378.42,70439.57,,,,1.72,0.72,,,,250000,250000,,,,50000,5,5,0,0,0
A228790,TIGER 화장품,20151007,,일반,WISE 화장품 지수,254056.5,259345.8,,,,3690,3780,,,,1.65,2.44,,,,3671.72,3762.07,,,,0.5,0.48,,,,68850000,68610000,,,,30000,2295,2287,0,0,0
A228800,TIGER 여행레저,20151007,,일반,WISE 여행레저 지수,72367.2,70893.6,,,,2760,2710,,,,2.41,-1.81,,,,2747.14,2708.2,,,,0.47,0.07,,,,26220000,26160000,,,,30000,874,872,0,0,0
A228810,TIGER 미디어컨텐츠,20151007,,일반,WISE 미디어컨텐츠 지수,82298.1,80255.25,,,,3455,3365,,,,1.47,-2.6,,,,3457.23,3354.55,,,,-0.06,0.31,,,,23820000,23850000,,,,30000,794,795,0,0,0
A228820,TIGER KTOP30,20151014,,일반,KTOP 30,24718.75,22625,,,,19775,18100,,,,3.75,-8.47,,,,19750.12,18147.9,,,,0.13,-0.26,,,,1250000,1250000,,,,50000,25,25,0,0,0
A229200,KODEX 코스닥150,20151001,,일반,코스닥 150,4459385,4315950,,,,14420,13800,,,,4.72,-4.3,,,,14464.85,13757.42,,,,-0.31,0.31,,,,309250000,312750000,,,,50000,6185,6255,0,0,0
A229720,KODEX KTOP30,20151014,,일반,KTOP 30,23613,21684,,,,39355,36140,,,,3.12,-8.17,,,,39211.36,35964.82,,,,0.37,0.49,,,,600000,600000,,,,100000,6,6,0,0,0
A232080,TIGER 코스닥150,20151112,,일반,코스닥 150,1317133.4,1265616,,,,14710,14100,,,,4.66,-4.15,,,,14741.68,14020.99,,,,-0.21,0.56,,,,89540000,89760000,,,,20000,4477,4488,0,0,0
A233160,TIGER 코스닥150 레버리지,20151217,,레버리지,코스닥 150 레버리지지수,160809,154114.5,,,,8860,8090,,,,10.06,-8.69,,,,8853.34,7969.54,,,,0.08,1.51,,,,18150000,19050000,,,,50000,363,381,0,0,0
A233740,KODEX 코스닥150레버리지,20151217,,레버리지,코스닥 150 레버리지지수,3089733,3007198,,,,7990,7340,,,,8.78,-8.14,,,,8078.74,7270.37,,,,-1.1,0.96,,,,386700000,409700000,,,,100000,3867,4097,0,0,0
A234310,RISE V&S셀렉트밸류,20160202,,일반,FnGuide 셀렉트밸류 지수,14630,14005,,,,29260,28010,,,,3.65,-4.27,,,,29359.56,28088.17,,,,-0.34,-0.28,,,,500000,500000,,,,100000,5,5,0,0,0
A237350,KODEX 코스피100,20160127,,일반,코스피 100,1078587,964146,,,,97170,86860,,,,2.72,-10.61,,,,96788.28,86941.13,,,,0.39,-0.09,,,,11100000,11100000,,,,50000,222,222,0,0,0
A243880,TIGER 200IT레버리지,20160513,,레버리지,코스피 200 정보기술 레버리지지수,749063,540470,,,,535045,386050,,,,7.77,-27.85,,,,536341.13,386049.22,,,,-0.24,0,,,,1400000,1400000,,,,25000,56,56,0,0,0
A243890,TIGER 200에너지화학레버리지,20160513,,레버리지,코스피 200 에너지/화학 레버리지지수,5240.63,5037.5,,,,8385,8060,,,,7.5,-3.88,,,,8502.75,7866.18,,,,-1.38,2.46,,,,625000,625000,,,,25000,25,25,0,0,0
A244580,KODEX 바이오,20160513,,일반,FnGuide 바이오 지수,214374.4,206411.2,,,,8480,8165,,,,0.12,-3.71,,,,8488.37,8147.16,,,,-0.1,0.22,,,,25280000,25280000,,,,80000,316,316,0,0,0
A244620,KODEX 모멘텀Plus,20160513,,일반,FnGuide 모멘텀PLUS 지수,15946,15127,,,,22780,21610,,,,8.17,-5.14,,,,22696.08,21511.11,,,,0.37,0.46,,,,700000,700000,,,,100000,7,7,0,0,0
A244660,KODEX 퀄리티Plus,20160513,,일반,FnGuide 퀄리티PLUS 지수,4642.5,4560,,,,9285,9120,,,,3.4,-1.78,,,,9261.14,9180.39,,,,0.26,-0.66,,,,500000,500000,,,,100000,5,5,0,0,0
A244670,KODEX 밸류Plus,20160513,,일반,FnGuide 밸류PLUS 지수,7059,6849,,,,11765,11415,,,,4.48,-2.97,,,,11681.68,11491.2,,,,0.71,-0.66,,,,600000,600000,,,,100000,6,6,0,0,0
A250780,TIGER 코스닥150선물인버스,20160810,,인버스 1X ,F-코스닥150 인버스지수,9779,10202.5,,,,2540,2650,,,,-5.05,4.33,,,,2532.76,2668.41,,,,0.29,-0.69,,,,3850000,3850000,,,,50000,77,77,0,0,0
A251340,KODEX 코스닥150선물인버스,20160810,,인버스 1X ,F-코스닥150 인버스지수,180695,183645,,,,2545,2650,,,,-4.5,4.13,,,,2543.63,2683.69,,,,0.05,-1.26,,,,71000000,69300000,,,,100000,710,693,0,0,0
A251590,PLUS 고배당저변동50,20160811,,일반,FnGuide 고배당저변동50 지수,11788,11599,,,,16840,16570,,,,2.06,-1.6,,,,16832.88,16693.4,,,,0.04,-0.74,,,,700000,700000,,,,50000,14,14,0,0,0
A252000,TIGER 200동일가중,20160920,,일반,코스피 200 동일가중지수,11538,11238,,,,19230,18730,,,,4.26,-2.6,,,,19175.2,18813.3,,,,0.29,-0.44,,,,600000,600000,,,,50000,12,12,0,0,0
A252400,RISE 200선물레버리지,20160912,,레버리지,코스피 200 선물레버리지지수,83802,67590,,,,139670,112650,,,,4.92,-19.35,,,,140366.72,112418.49,,,,-0.5,0.21,,,,600000,600000,,,,100000,6,6,0,0,0
A252410,RISE 200선물인버스,20160912,,인버스 1X ,코스피 200 선물인버스 지수,2614,2860,,,,1307,1430,,,,-2.46,9.41,,,,1300.84,1432.11,,,,0.47,-0.15,,,,2000000,2000000,,,,100000,20,20,0,0,0
A252420,RISE 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,4491,5289.4,,,,90,106,,,,-3.23,17.78,,,,88.42,106.18,,,,1.79,-0.17,,,,49900000,49900000,,,,100000,499,499,0,0,0
A252650,KODEX 200동일가중,20160920,,일반,코스피 200 동일가중지수,11055,10758,,,,18425,17930,,,,3.69,-2.69,,,,18370.19,18023.74,,,,0.3,-0.52,,,,600000,600000,,,,100000,6,6,0,0,0
A252670,KODEX 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,975515.2,1078348.2,,,,86,103,,,,-4.44,19.77,,,,86.08,103.3,,,,-0.09,-0.29,,,,11343200000,10469400000,,,,100000,113432,104694,0,0,0
A252710,TIGER 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,32595.6,37430.6,,,,92,109,,,,-4.17,18.48,,,,92.12,110.4,,,,-0.13,-1.27,,,,354300000,343400000,,,,100000,3543,3434,0,0,0
A253150,PLUS 200선물레버리지,20160929,,레버리지,코스피 200 선물레버리지지수,69986.25,56077.5,,,,279945,224310,,,,5.61,-19.87,,,,280113.63,224489.54,,,,-0.06,-0.08,,,,250000,250000,,,,50000,5,5,0,0,0
A253160,PLUS 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,1820,2152.8,,,,175,207,,,,-4.89,18.29,,,,174.28,208.85,,,,0.41,-0.89,,,,10400000,10400000,,,,50000,208,208,0,0,0
A253230,KIWOOM 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,2973.6,3504.6,,,,84,99,,,,-4.55,17.86,,,,84.4,101.42,,,,-0.47,-2.39,,,,35400000,35400000,,,,10000,3540,3540,0,0,0
A253240,KIWOOM 200선물인버스,20160912,,인버스 1X ,코스피 200 선물인버스 지수,1583.56,1711.66,,,,1298,1403,,,,-2.84,8.09,,,,1302.66,1433.82,,,,-0.36,-2.15,,,,1220000,1220000,,,,10000,122,122,0,0,0
A253250,KIWOOM 200선물레버리지,20160912,,레버리지,코스피 200 선물레버리지지수,55944.5,44585.45,,,,136450,108745,,,,4.58,-20.3,,,,137216.07,110024.15,,,,-0.56,-1.16,,,,410000,410000,,,,10000,41,41,0,0,0
A253280,RISE 헬스케어,20160923,,일반,FnGuide 헬스케어 지수,7674,7365,,,,12790,12275,,,,0.43,-4.03,,,,12771.82,12302.78,,,,0.14,-0.23,,,,600000,600000,,,,50000,12,12,0,0,0
A261060,TIGER 코스닥150IT,20161215,,일반,코스닥 150 정보기술,33303.6,31515,,,,25230,23875,,,,11.96,-5.37,,,,25091.2,23756.67,,,,0.55,0.5,,,,1320000,1320000,,,,20000,66,66,0,0,0
A261070,TIGER 코스닥150바이오테크,20161215,,일반,코스닥 150 생명기술,56317.5,53426.4,,,,12515,11820,,,,-2.83,-5.55,,,,12523.1,11859.35,,,,-0.06,-0.33,,,,4500000,4520000,,,,20000,225,226,0,0,0
A261140,TIGER 우선주,20170106,,일반,코스피 우선주 지수,35336,33092.4,,,,25240,23980,,,,3.8,-4.99,,,,25280.69,23874.69,,,,-0.16,0.44,,,,1400000,1380000,,,,20000,70,69,0,0,0
A266160,RISE 고배당,20170414,,일반,FnGuide 고배당포커스 지수,232029,213709.25,,,,36540,33655,,,,1.66,-7.9,,,,36387.68,33636.59,,,,0.42,0.05,,,,6350000,6350000,,,,50000,127,127,0,0,0
A266360,KODEX K콘텐츠,20170328,,일반,KRX K콘텐츠,33462,32587.5,,,,10140,9875,,,,2.58,-2.61,,,,10141.1,9945.64,,,,-0.01,-0.71,,,,3300000,3300000,,,,100000,33,33,0,0,0
A266370,KODEX IT,20170328,,일반,KRX 정보기술,128520,119610,,,,75600,66450,,,,2.63,-12.1,,,,75862.92,66558.36,,,,-0.35,-0.16,,,,1700000,1800000,,,,100000,17,18,0,0,0
A266390,KODEX 경기소비재,20170328,,일반,KRX 경기소비재,14422.5,14229,,,,16025,15810,,,,3.29,-1.34,,,,16012.23,15892.22,,,,0.08,-0.52,,,,900000,900000,,,,100000,9,9,0,0,0
A266410,KODEX 필수소비재,20170328,,일반,KRX 필수소비재,12740,12901,,,,9100,9215,,,,1.56,1.26,,,,9134.64,9181.01,,,,-0.38,0.37,,,,1400000,1400000,,,,200000,7,7,0,0,0
A266420,KODEX 헬스케어,20170328,,일반,KRX 헬스케어,67732,65743.5,,,,16520,16035,,,,-1.37,-2.94,,,,16595.24,16118.53,,,,-0.45,-0.52,,,,4100000,4100000,,,,100000,41,41,0,0,0
A266550,PLUS 중형주저변동50,20170328,,일반,FnGuide 중형주저변동50지수,4573.75,4555,,,,18295,18220,,,,1.53,-0.41,,,,18405.28,18256.48,,,,-0.6,-0.2,,,,250000,250000,,,,50000,5,5,0,0,0
A267770,TIGER 200선물레버리지,20170425,,레버리지,코스피 200 선물레버리지지수,267639.5,204072,,,,116365,92760,,,,5.07,-20.29,,,,116104.48,93102.41,,,,0.22,-0.37,,,,2300000,2200000,,,,100000,23,22,0,0,0
A270800,RISE KQ고배당,20170707,,일반,FnGuide KQ고배당포커스지수,8679,8442.5,,,,15780,15350,,,,6.44,-2.73,,,,15788.01,15343.16,,,,-0.05,0.04,,,,550000,550000,,,,50000,11,11,0,0,0
A270810,RISE 코스닥150,20170616,,일반,코스닥 150,327241,313500,,,,14290,13750,,,,4.15,-3.78,,,,14385.88,13681.82,,,,-0.67,0.5,,,,22900000,22800000,,,,20000,1145,1140,0,0,0
A275280,KODEX 모멘텀주,20170711,,일반,MSCI Korea IMI Momentum Capped,38096,33848,,,,47620,42310,,,,3.07,-11.15,,,,47447.21,42504.93,,,,0.36,-0.46,,,,800000,800000,,,,100000,8,8,0,0,0
A275290,KODEX 가치주,20170711,,일반,MSCI Korea IMI Enhanced Value Capped,34110,30681,,,,37900,34090,,,,2.63,-10.05,,,,37795.46,34294.26,,,,0.28,-0.6,,,,900000,900000,,,,100000,9,9,0,0,0
A275300,KODEX 우량주,20170711,,일반,MSCI Korea IMI Quality Capped,56593,50991.5,,,,33290,29995,,,,3.51,-9.9,,,,33157.96,29874.59,,,,0.4,0.4,,,,1700000,1700000,,,,100000,17,17,0,0,0
