,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,num_cu_20260703,num_cu_20260706,num_cu_20260707,num_cu_20260708,num_cu_20260709
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A139290,TIGER 200 경기소비재,20110406,,일반,코스피 200 경기소비재,6945.6,7141.2,6919.2,6826.8,6558,28940,29755,28830,28445,27325,1.24,2.82,-3.11,-1.34,-3.94,29032.47,29710.15,29177.33,28704.61,27431.26,-0.32,0.15,-1.19,-0.9,-0.39,240000,240000,240000,240000,240000,20000,12,12,12,12,12
A140570,RISE 수출주,20110415,,일반,MKF 수출주 지수,10810,10742,10378,9970,9748,27025,26855,25945,24925,24370,-0.9,-0.63,-3.39,-3.93,-2.23,27183.65,26924.78,26172.12,24972.01,24654.16,-0.58,-0.26,-0.87,-0.19,-1.15,400000,400000,400000,400000,400000,100000,4,4,4,4,4
A140580,RISE 우량업종대표주,20110415,,일반,MKF 우량업종대표주 지수,13110,13102.5,12827.5,12377.5,12220,26220,26205,25655,24755,24440,0.11,-0.06,-2.1,-3.51,-1.27,26381.98,26263.19,25870.93,24780.46,24613.35,-0.61,-0.22,-0.83,-0.1,-0.7,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A140700,KODEX 보험,20110426,,일반,KRX 보험,54040,51467,51324,50180,47736,19300,19795,19740,19300,18360,2.22,2.56,-0.28,-2.23,-4.87,19363.53,19728.46,19720.2,19294.13,18405.01,-0.33,0.34,0.1,0.03,-0.24,2800000,2600000,2600000,2600000,2600000,100000,28,26,26,26,26
A140710,KODEX 운송,20110426,,일반,KRX 운송,11277,11313,11493,11259,10863,6265,6285,6385,6255,6035,0,0.32,1.59,-2.04,-3.52,6285.01,6304.62,6360.67,6262.57,6025.64,-0.32,-0.31,0.38,-0.12,0.16,1800000,1800000,1800000,1800000,1800000,100000,18,18,18,18,18
A140950,파워 코스피100,20110503,,일반,코스피 100,57803.2,57696.8,54647.6,51760.8,52046.4,103220,103030,97585,92430,92940,5.25,-0.18,-5.28,-5.28,0.55,103462.47,102825.86,97412.83,92039.3,93103.93,-0.23,0.2,0.18,0.42,-0.18,560000,560000,560000,560000,560000,40000,14,14,14,14,14
A143860,TIGER 헬스케어,20110718,,일반,KRX 헬스케어,157011,151339.5,155060.8,148075.9,146140,39450,38025,38960,37205,36535,0.2,-3.61,2.46,-4.5,-1.8,39309.09,38073.61,38845.95,37096.86,36585.33,0.36,-0.13,0.29,0.29,-0.14,3980000,3980000,3980000,3980000,4000000,20000,199,199,199,199,200
A145670,ACE 인버스,20110908,,인버스 1X ,코스피 200 선물인버스 지수,3413.3,3451,3491.6,3696,3665.2,1177,1190,1247,1320,1309,-5.54,1.1,4.79,5.85,-0.83,1184.04,1191.68,1244.51,1322.59,1311.6,-0.59,-0.14,0.2,-0.2,-0.2,2900000,2900000,2800000,2800000,2800000,100000,29,29,28,28,28
A145850,TREX 펀더멘탈 200,20110923,,일반,FnGuide-RAFI 코리아200 지수,31985,32133.75,31357.5,30322.5,29998.75,127940,128535,125430,121290,119995,3.17,0.46,-2.42,-3.3,-1.07,126997.62,128096.43,124715.77,119923.4,118433.88,0.74,0.34,0.57,1.14,1.32,250000,250000,250000,250000,250000,50000,5,5,5,5,5
A147970,TIGER 모멘텀,20111026,,일반,FnGuide 모멘텀 지수,45254.4,44236.8,42722.4,39554.4,39693.6,94280,92160,89005,82405,82695,1.18,-2.25,-3.42,-7.42,0.35,93885.39,92324.13,88701.19,82933.84,82260.91,0.42,-0.18,0.34,-0.64,0.53,480000,480000,480000,480000,480000,20000,24,24,24,24,24
A148020,RISE 200,20111020,,일반,코스피 200,4958688,4957403.75,4782245,4559518.75,4583047.5,131880,130975,124700,117665,118425,5.79,-0.69,-4.79,-5.64,0.65,131640.78,131023.28,124188.06,117344.91,118547.28,0.18,-0.04,0.41,0.27,-0.1,37600000,37850000,38350000,38750000,38700000,50000,752,757,767,775,774
A150460,TIGER 중국소비테마,20111216,,일반,FnGuide 중국내수테마 지수,58020.3,57589.65,59207.4,57614.55,55982.85,7410,7355,7620,7415,7205,-1.27,-0.74,3.6,-2.69,-2.83,7430.47,7385.97,7610.49,7430.12,7233.13,-0.28,-0.42,0.12,-0.2,-0.39,7830000,7830000,7770000,7770000,7770000,30000,261,261,259,259,259
A152100,PLUS 200,20120110,,일반,코스피 200,1725945,1708946.75,1630395,1555428.5,1564074.5,132765,131965,125415,118735,119395,6.04,-0.6,-4.96,-5.33,0.56,132745.58,132141.77,125198.75,118272.06,119510.14,0.01,-0.13,0.17,0.39,-0.1,13000000,12950000,13000000,13100000,13100000,50000,260,259,260,262,262
A152500,ACE 레버리지,20120127,,레버리지,코스피 200 레버리지지수,73120,72130,64885,57865,59105,73120,72130,64885,57865,59105,12.21,-1.35,-10.04,-10.82,2.14,73130.36,72266.76,65396.9,57813.97,58829.63,-0.01,-0.19,-0.78,0.09,0.47,1000000,1000000,1000000,1000000,1000000,100000,10,10,10,10,10
A152870,파워 200,20120213,,일반,코스피 200,171567.5,170508,161882.5,159266.25,160184.25,131975,131160,124525,117975,118655,5.71,-0.62,-5.06,-5.26,0.58,131853.72,131228.69,124401.32,117555.69,118722.08,0.09,-0.05,0.1,0.36,-0.06,1300000,1300000,1300000,1350000,1350000,50000,26,26,26,27,27
A153270,KIWOOM 코스피100,20120228,,일반,코스피 100,42457.8,42176.4,39977.7,38003.7,38295.6,101090,100420,95185,90485,91180,5.05,-0.66,-5.21,-4.94,0.77,101534.53,100900.67,95611.56,90321.35,91421.14,-0.44,-0.48,-0.45,0.18,-0.26,420000,420000,420000,420000,420000,20000,21,21,21,21,21
A156080,KODEX MSCI Korea,20120430,,일반,MSCI Korea Index,37572,37380,35427,33444,33732,62620,62300,59045,55740,56220,3.16,-0.51,-5.22,-5.6,0.86,62435.83,62212.25,58810.02,55528.66,56129.29,0.29,0.14,0.4,0.38,0.16,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A157490,TIGER 소프트웨어,20120516,,일반,FnGuide 소프트웨어 지수,78635.2,78200.8,78752.7,77321.7,74984.4,8260,8180,8255,8105,7860,-1.78,-0.97,0.92,-1.82,-3.02,8248.72,8210.47,8309.69,8093.82,7858.78,0.14,-0.37,-0.66,0.14,0.02,9520000,9560000,9540000,9540000,9540000,20000,476,478,477,477,477
A157500,TIGER 증권,20120516,,일반,FnGuide 증권 지수,318775.8,331368.3,316647.2,303381.6,295796,16035,16585,15880,15230,14600,8.56,3.43,-4.25,-4.09,-4.14,16039.7,16563.39,15928.83,15280.89,14710.69,-0.03,0.13,-0.31,-0.33,-0.75,19880000,19980000,19940000,19920000,20260000,20000,994,999,997,996,1013
A159800,마이티 코스피100,20120705,,일반,코스피 100,29149.4,28987,27279,25992.4,26289.2,104105,103525,97425,92830,93890,6.1,-0.56,-5.89,-4.72,1.14,104457.84,103813.35,98305.73,92832.9,93988.86,-0.34,-0.28,-0.9,0,-0.11,280000,280000,280000,280000,280000,40000,7,7,7,7,7
A161510,PLUS 고배당주,20120829,,일반,FnGuide 배당주 지수,2375072.7,2408399.1,2413414.2,2373749.4,2307169.2,25165,25510,25555,25135,24430,1.86,1.37,0.18,-1.64,-2.8,25226.39,25559.24,25644.56,25098.05,24609.91,-0.24,-0.19,-0.35,0.15,-0.73,94380000,94410000,94440000,94440000,94440000,30000,3146,3147,3148,3148,3148
A166400,TIGER 200커버드콜OTM,20121025,,일반,코스피 200 커버드콜 5% OTM 지수(PR 지수),12442.5,12300,12127.5,11577.5,11740,24885,24600,24255,23155,23480,8.67,-1.15,-1.4,-4.54,1.4,25054.92,25070.71,24340.56,23328.43,23904.25,-0.68,-1.88,-0.35,-0.74,-1.77,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A174350,TIGER 로우볼,20130620,,일반,FnGuide 로우볼 지수,9780,9763.2,9510.5,9377.1,9202.3,20375,20340,20675,20385,20005,1.77,-0.17,1.65,-1.4,-1.86,20375.02,20459.19,20826,20528.8,20397.36,0,-0.58,-0.73,-0.7,-1.92,480000,480000,460000,460000,460000,20000,24,24,23,23,23
A192720,파워 고배당저변동성,20140220,,일반,코스피 200 고배당지수,32963.1,33165.45,33681.3,33037.2,32584.05,57830,58185,59090,57960,57165,0.35,0.61,1.56,-1.91,-1.37,58068.85,58437.1,59301.41,58197.21,57321.8,-0.41,-0.43,-0.36,-0.41,-0.27,570000,570000,570000,570000,570000,30000,19,19,19,19,19
A210780,TIGER 코스피고배당,20141205,,일반,코스피 고배당 50,76510.5,76906.5,77121,75933,74712,23185,23305,23370,23010,22640,2.36,0.52,0.28,-1.54,-1.61,23172.24,23384.35,23425.43,23026.88,22723.79,0.06,-0.34,-0.24,-0.07,-0.37,3300000,3300000,3300000,3300000,3300000,30000,110,110,110,110,110
A211560,TIGER 배당성장,20141217,,일반,코스피 배당성장 50,77425.5,78511.8,78405.3,76701.3,74166.6,36350,36860,36810,36010,34820,2.39,1.4,-0.14,-2.17,-3.3,36478.82,36907.81,37013.44,36069.97,35143.35,-0.35,-0.13,-0.55,-0.17,-0.92,2130000,2130000,2130000,2130000,2130000,30000,71,71,71,71,71
A211900,KODEX 코리아배당성장,20141217,,일반,코스피 배당성장 50,92928,93824,94128,91744,90032,29040,29320,29415,28670,28135,2.49,0.96,0.32,-2.53,-1.87,29122.47,29465.74,29550.29,28794.52,28052.82,-0.28,-0.49,-0.46,-0.43,0.29,3200000,3200000,3200000,3200000,3200000,50000,64,64,64,64,64
A213610,KODEX 삼성그룹밸류,20150108,,일반,WISE 삼성그룹밸류 인덱스,287270,285890,276747.5,257357.5,253798,24980,24860,24065,22775,22460,4.3,-0.48,-3.2,-5.36,-1.38,24861.47,24995.55,24215.18,22829.98,22581.51,0.48,-0.54,-0.62,-0.24,-0.54,11500000,11500000,11500000,11300000,11300000,100000,115,115,115,113,113
A215620,HK S&P코리아로우볼,20150325,,일반,S&P Korea 저변동성 지수,8402.4,8502.3,8559,8421.3,8386.2,15560,15745,15850,15595,15530,-1.14,1.19,0.67,-1.61,-0.42,15697.06,15736.04,15959.54,15763.3,15584.8,-0.87,0.06,-0.69,-1.07,-0.35,540000,540000,540000,540000,540000,30000,18,18,18,18,18
A223190,KODEX 200가치저변동,20150626,,일반,코스피 200 가치저변동성 지수,29960,30330,29515,28320,28055,29960,30330,29515,28320,28055,2.59,1.23,-2.69,-4.05,-0.94,29952.82,30286.17,29455.59,28253.66,27739.45,0.02,0.14,0.2,0.23,1.14,1000000,1000000,1000000,1000000,1000000,100000,10,10,10,10,10
A226380,ACE Fn성장소비주도주,20150819,,일반,FnGuide 성장소비주도 지수,4018,4011,4133.5,4025,3913,5740,5730,5905,5750,5590,-1.12,-0.17,3.05,-2.62,-2.78,5731.41,5765.03,5917.61,5795.15,5643.12,0.15,-0.61,-0.21,-0.78,-0.94,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A226490,KODEX 코스피,20150824,,일반,코스피지수,1170960,1163470,1118769.75,1063296,1074869,83640,83105,79065,74880,75695,5.49,-0.64,-4.86,-5.29,1.09,83244.3,82862.18,78806.57,74592.14,75054.61,0.48,0.29,0.33,0.39,0.85,14000000,14000000,14150000,14200000,14200000,50000,280,280,283,284,284
A226980,KODEX 200 중소형,20150901,,일반,코스피 200 중소형주지수,21379.5,20947.5,20763,20025,19602,23755,23275,23070,22250,21780,-0.48,-2.02,-0.88,-3.55,-2.11,23646.29,23359.98,23210.77,22158.02,21945.17,0.46,-0.36,-0.61,0.42,-0.75,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A227540,TIGER 200 헬스케어,20150923,,일반,코스피 200 헬스케어,31125,30129,30842.8,30070.9,29149.6,18750,18150,18580,18115,17560,1.19,-3.2,2.37,-2.5,-3.06,18761.01,18204.34,18524.17,18042.08,17562.43,-0.06,-0.3,0.3,0.4,-0.01,1660000,1660000,1660000,1660000,1660000,20000,83,83,83,83,83
A227550,TIGER 200 산업재,20150923,,일반,코스피 200 산업재,8401.8,8382,4129.3,3865.8,3802.9,12730,12700,12145,11370,11185,1.19,-0.24,-4.37,-6.38,-1.63,12809.71,12681.04,12293.31,11457.8,11271.07,-0.62,0.15,-1.21,-0.77,-0.76,660000,660000,340000,340000,340000,20000,33,33,17,17,17
A227560,TIGER 200 생활소비재,20150923,,일반,코스피 200 생활소비재,4554,2768.7,2885.3,2811.6,2667.5,12650,12585,13115,12780,12125,-0.82,-0.51,4.21,-2.55,-5.13,12669.65,12684.78,13143.98,12791.42,12241.48,-0.16,-0.79,-0.22,-0.09,-0.95,360000,220000,220000,220000,220000,20000,18,11,11,11,11
A227570,TIGER 우량가치,20150923,,일반,FnGuide 퀄리티 밸류 지수,9655.2,9672,7311.6,7147.8,7102.8,20115,20150,20310,19855,19730,0.78,0.17,0.79,-2.24,-0.63,20183.78,20274.24,20412.71,19980.58,19805.33,-0.34,-0.61,-0.5,-0.63,-0.38,480000,480000,360000,360000,360000,30000,16,16,12,12,12
A227830,PLUS 코스피,20150923,,일반,코스피지수,20805,20788.75,19662.5,18697.5,18822.5,83220,83155,78650,74790,75290,5.48,-0.08,-5.42,-4.91,0.67,83715.82,83340.9,79242.68,74990.85,75473.88,-0.59,-0.22,-0.75,-0.27,-0.24,250000,250000,250000,250000,250000,50000,5,5,5,5,5
A228790,TIGER 화장품,20151007,,일반,WISE 화장품 지수,262912.5,260824.5,274365,264798.6,250470,3750,3725,3900,3785,3630,-0.79,-0.67,4.7,-2.95,-4.1,3751.91,3743.56,3897.94,3776.6,3607.74,-0.05,-0.5,0.05,0.22,0.62,70110000,70020000,70350000,69960000,69000000,30000,2337,2334,2345,2332,2300
A228800,TIGER 여행레저,20151007,,일반,WISE 여행레저 지수,74052,74316,76167.45,73273.35,70905.45,2805,2815,2895,2785,2695,-1.41,0.36,2.84,-3.8,-3.23,2814.3,2821.57,2885.18,2796.94,2692.8,-0.33,-0.23,0.34,-0.43,0.08,26400000,26400000,26310000,26310000,26310000,30000,880,880,877,877,877
A228810,TIGER 미디어컨텐츠,20151007,,일반,WISE 미디어컨텐츠 지수,80714.7,81646.5,83803.8,81054,80800.65,3410,3445,3545,3420,3405,-2.57,1.03,2.9,-3.53,-0.44,3390.25,3437.51,3531.45,3432.93,3403.69,0.58,0.22,0.38,-0.38,0.04,23670000,23700000,23640000,23700000,23730000,30000,789,790,788,790,791
A228820,TIGER KTOP30,20151014,,일반,KTOP 30,25968,25950,25325,24050,23825,21640,21625,20260,19240,19060,5.13,-0.07,-6.31,-5.03,-0.94,21544.52,21569.16,20487.85,19355.12,19185.18,0.44,0.26,-1.11,-0.59,-0.65,1200000,1200000,1250000,1250000,1250000,50000,24,24,25,25,25
A229200,KODEX 코스닥150,20151001,,일반,코스닥 150,4584991.5,4446987,4453524,4171237.5,4228767,15230,14730,14535,13565,13770,-1.62,-3.28,-1.32,-6.67,1.51,15271.92,14784.82,14548.53,13583.32,13777.75,-0.27,-0.37,-0.09,-0.13,-0.06,301050000,301900000,306400000,307500000,307100000,50000,6021,6038,6128,6150,6142
A229720,KODEX KTOP30,20151014,,일반,KTOP 30,25800,25560,24531,23148,22899,43000,42600,40885,38580,38165,5.26,-0.93,-4.03,-5.64,-1.08,42831.4,42894.03,40695.76,38410.61,38072.9,0.39,-0.69,0.47,0.44,0.24,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A232080,TIGER 코스닥150,20151112,,일반,코스닥 150,1333761,1291030.2,1281384,1212107.2,1255673.7,15545,15005,14800,13840,14055,-1.36,-3.47,-1.37,-6.49,1.55,15560.07,15064.32,14824.33,13843.91,14040.71,-0.1,-0.39,-0.16,-0.03,0.1,85800000,86040000,86580000,87580000,89340000,20000,4290,4302,4329,4379,4467
A233160,TIGER 코스닥150 레버리지,20151217,,레버리지,코스닥 150 레버리지지수,171810,158270,156670.5,139564.5,146510,9960,9310,9030,7885,8050,-2.5,-6.53,-3.01,-12.68,2.09,9903.76,9266.17,8966.06,7797.77,8071.14,0.57,0.47,0.71,1.12,-0.26,17250000,17000000,17350000,17700000,18200000,50000,345,340,347,354,364
A233740,KODEX 코스닥150레버리지,20151217,,레버리지,코스닥 150 레버리지지수,3149400,2915346,2959355,2676240,2793303.5,9050,8465,8225,7200,7345,-2.9,-6.46,-2.84,-12.46,2.01,9016.91,8441.63,8170.95,7105.27,7367.02,0.37,0.28,0.66,1.33,-0.3,348000000,344400000,359800000,371700000,380300000,100000,3480,3444,3598,3717,3803
A234310,RISE V&S셀렉트밸류,20160202,,일반,FnGuide 셀렉트밸류 지수,15097.5,15282.5,14857.5,14395,14115,30195,30565,29715,28790,28230,3.11,1.23,-2.78,-3.11,-1.95,30345.82,30669.96,29897.36,28737.07,28430.43,-0.5,-0.34,-0.61,0.18,-0.7,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A237350,KODEX 코스피100,20160127,,일반,코스피 100,1140521.5,1135344,1091860,1032900,1040600,104635,104160,99260,93900,94600,5.32,-0.45,-4.7,-5.4,0.75,105231.15,104588.87,99069.02,93564.02,94740.43,-0.57,-0.41,0.19,0.36,-0.15,10900000,10900000,11000000,11000000,11000000,50000,218,218,220,220,220
A243880,TIGER 200IT레버리지,20160513,,레버리지,코스피 200 정보기술 레버리지지수,960400,889350,763000,662991,695086,686000,635250,545000,473565,496490,8.54,-7.4,-14.21,-13.11,4.84,690521,628854.52,543121.04,474193.13,500374.24,-0.65,1.02,0.35,-0.13,-0.78,1400000,1400000,1400000,1400000,1400000,25000,56,56,56,56,56
A243890,TIGER 200에너지화학레버리지,20160513,,레버리지,코스피 200 에너지/화학 레버리지지수,5575,5456.25,5293.75,4781.25,4875,8920,8730,8470,7650,7800,-0.56,-2.13,-2.98,-9.68,1.96,8867.1,8630.26,8392.9,7515.92,7692.28,0.6,1.16,0.92,1.78,1.4,625000,625000,625000,625000,625000,25000,25,25,25,25,25
A244580,KODEX 바이오,20160513,,일반,FnGuide 바이오 지수,225412.8,216580.4,220272,208915.2,214121.6,9060,8705,8825,8370,8470,-0.33,-3.92,1.38,-5.16,1.19,9042.12,8737.41,8857.19,8402.22,8333.8,0.2,-0.37,-0.36,-0.38,1.63,24880000,24880000,24960000,24960000,25280000,80000,311,311,312,312,316
A244620,KODEX 모멘텀Plus,20160513,,일반,FnGuide 모멘텀PLUS 지수,16751,16145.5,15477,14465.5,14742,23930,23065,22110,20665,21060,-1.32,-3.61,-4.14,-6.54,1.91,24088.15,23156.55,22246.5,20804.27,21043.71,-0.66,-0.4,-0.61,-0.67,0.08,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A244660,KODEX 퀄리티Plus,20160513,,일반,FnGuide 퀄리티PLUS 지수,4642.5,4645,4685,4622.5,4490,9285,9290,9370,9245,8980,-0.96,0.05,0.86,-1.33,-2.87,9307.83,9304.94,9455.04,9281.67,9169.59,-0.25,-0.16,-0.9,-0.4,-2.07,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A244670,KODEX 밸류Plus,20160513,,일반,FnGuide 밸류PLUS 지수,6966,7026,7170,6948,6756,11610,11710,11950,11580,11260,-1.36,0.86,2.05,-3.1,-2.76,11672.2,11783.52,11912.8,11555.58,11324.27,-0.53,-0.62,0.31,0.21,-0.57,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A250780,TIGER 코스닥150선물인버스,20160810,,인버스 1X ,F-코스닥150 인버스지수,9457.5,9682.75,9453.5,10045.5,9897.5,2425,2515,2555,2715,2675,1.04,3.71,1.59,6.26,-1.47,2439.86,2516.35,2558.5,2721.26,2660.25,-0.61,-0.05,-0.14,-0.23,0.55,3900000,3850000,3700000,3700000,3700000,50000,78,77,74,74,74
A251340,KODEX 코스닥150선물인버스,20160810,,인버스 1X ,F-코스닥150 인버스지수,181500,190500,189111,194400,195078,2420,2500,2535,2700,2665,1.47,3.31,1.4,6.51,-1.3,2448.28,2525.3,2567.25,2732.2,2671.65,-1.16,-1,-1.26,-1.18,-0.25,75000000,76200000,74600000,72000000,73200000,100000,750,762,746,720,732
A251590,PLUS 고배당저변동50,20160811,,일반,FnGuide 고배당저변동50 지수,11753,11795,11889.5,11837,11550,16790,16850,16985,16910,16500,0.09,0.36,0.8,-0.44,-2.42,16829.92,16862.37,17036.95,16888.24,16733.85,-0.24,-0.07,-0.3,0.13,-1.4,700000,700000,700000,700000,700000,50000,14,14,14,14,14
A252000,TIGER 200동일가중,20160920,,일반,코스피 200 동일가중지수,11781,11703,11643,11238,11067,19635,19505,19405,18730,18445,0.46,-0.66,-0.51,-3.48,-1.52,19702.65,19668.55,19596.36,18904.3,18627,-0.34,-0.83,-0.98,-0.92,-0.98,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A252400,RISE 200선물레버리지,20160912,,레버리지,코스피 200 선물레버리지지수,116273.5,114453.5,88497,79032,79872,166105,163505,147495,131720,133120,11.71,-1.57,-9.79,-10.7,1.06,166068.36,163890.05,149323.92,131158.51,133334,0.02,-0.23,-1.22,0.43,-0.16,700000,700000,600000,600000,600000,100000,7,7,6,6,6
A252410,RISE 200선물인버스,20160912,,인버스 1X ,코스피 200 선물인버스 지수,2400,2440,2552,2696,2680,1200,1220,1276,1348,1340,-3.69,1.67,4.59,5.64,-0.59,1207.98,1215.84,1268.77,1347.2,1335.99,-0.66,0.34,0.57,0.06,0.3,2000000,2000000,2000000,2000000,2000000,100000,20,20,20,20,20
A252420,RISE 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,3792.4,3942.1,4341.3,4690.6,4640.7,76,79,87,94,93,-12.64,3.95,10.13,8.05,-1.06,76.49,77.65,84.53,94.67,93.11,-0.64,1.74,2.92,-0.71,-0.12,49900000,49900000,49900000,49900000,49900000,100000,499,499,499,499,499
A252650,KODEX 200동일가중,20160920,,일반,코스피 200 동일가중지수,15160,14988,11190,10836,10662,18950,18735,18650,18060,17770,0.32,-1.13,-0.45,-3.16,-1.61,18876.69,18843.95,18774.76,18110.84,17844.61,0.39,-0.58,-0.66,-0.28,-0.42,800000,800000,600000,600000,600000,100000,8,8,6,6,6
A252670,KODEX 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,923917.5,898517.6,917968.8,1044503.6,1030824,75,76,84,92,90,-10.71,1.33,10.53,9.52,-2.17,74.61,75.56,82.22,92.39,90.83,0.52,0.58,2.16,-0.42,-0.91,12318900000,11822600000,10928200000,11353300000,11453600000,100000,123189,118226,109282,113533,114536
A252710,TIGER 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,30100.2,30648,32287.2,35956.2,34704,78,80,88,98,96,-11.36,2.56,10,11.36,-2.04,79.56,80.7,87.86,98.84,97.06,-1.96,-0.87,0.16,-0.85,-1.09,385900000,383100000,366900000,366900000,361500000,100000,3859,3831,3669,3669,3615
A253150,PLUS 200선물레버리지,20160929,,레버리지,코스피 200 선물레버리지지수,83053.75,81622.5,73620,65605,66271.25,332215,326490,294480,262420,265085,12.13,-1.72,-9.8,-10.89,1.02,331740.1,327520.75,298199.6,261928.36,266431.55,0.14,-0.31,-1.25,0.19,-0.51,250000,250000,250000,250000,250000,50000,5,5,5,5,5
A253160,PLUS 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,1732.8,1767,1820,1882.4,1913.6,152,155,175,181,184,-12.64,1.97,12.9,3.43,1.66,150.96,153.07,166.35,186.89,183.52,0.69,1.26,5.2,-3.15,0.26,11400000,11400000,10400000,10400000,10400000,50000,228,228,208,208,208
A253230,KIWOOM 200선물인버스2X,20160922,,인버스 2X ,코스피 200 선물인버스 -2X 지수,2767.6,2805,2902.8,3186,3115.2,74,75,82,90,88,-8.64,1.35,9.33,9.76,-2.22,73.03,73.97,80.54,90.55,88.97,1.33,1.39,1.81,-0.61,-1.09,37400000,37400000,35400000,35400000,35400000,10000,3740,3740,3540,3540,3540
A253240,KIWOOM 200선물인버스,20160912,,인버스 1X ,코스피 200 선물인버스 지수,1466.44,1474.98,1542.08,1638.46,1629.92,1202,1209,1264,1343,1336,-5.43,0.58,4.55,6.25,-0.52,1209.65,1217.4,1271.36,1348.77,1337.45,-0.63,-0.69,-0.58,-0.43,-0.11,1220000,1220000,1220000,1220000,1220000,10000,122,122,122,122,122
A253250,KIWOOM 200선물레버리지,20160912,,레버리지,코스피 200 선물레버리지지수,76168.2,75265.8,67621.25,56361.8,53496.8,162060,160140,143875,128095,130480,10.11,-1.18,-10.16,-10.97,1.86,162472.34,160464.8,146112.89,128239.19,130398.18,-0.25,-0.2,-1.53,-0.11,0.06,470000,470000,470000,440000,410000,10000,47,47,47,44,41
A253280,RISE 헬스케어,20160923,,일반,FnGuide 헬스케어 지수,8190,7923,8163,7785,7641,13650,13205,13605,12975,12735,-0.04,-3.26,3.03,-4.63,-1.85,13695.77,13279.37,13586.08,12974.74,12746.3,-0.33,-0.56,0.14,0,-0.09,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A261060,TIGER 코스닥150IT,20161215,,일반,코스닥 150 정보기술,33761,32683.2,31026.6,28842,29746.2,25970,24760,23505,21850,22535,-0.21,-4.66,-5.07,-7.04,3.14,25864.22,24749.78,23444.13,21880.58,22626.95,0.41,0.04,0.26,-0.14,-0.41,1300000,1320000,1320000,1320000,1320000,20000,65,66,66,66,66
A261070,TIGER 코스닥150바이오테크,20161215,,일반,코스닥 150 생명기술,62955,60926.8,62466.4,58339,57960,13990,13420,13820,12850,12880,-1.69,-4.07,2.98,-7.02,0.23,13935.46,13472.88,13860.21,12898.63,12867.75,0.39,-0.39,-0.29,-0.38,0.1,4500000,4540000,4520000,4540000,4500000,20000,225,227,226,227,225
A261140,TIGER 우선주,20170106,,일반,코스피 우선주 지수,38276.1,38553,36365,34580,34041,26955,27150,25975,24700,24315,3.75,0.72,-4.33,-4.91,-1.56,26824.2,27204.29,25859.21,24842.51,24217.49,0.49,-0.2,0.45,-0.57,0.4,1420000,1420000,1400000,1400000,1400000,20000,71,71,70,70,70
A266160,RISE 고배당,20170414,,일반,FnGuide 고배당포커스 지수,243967,244348,235775.5,226695,228250.75,38420,38480,37130,35700,35945,6.43,0.16,-3.51,-3.85,0.69,38313.47,38492.09,37069.86,35607.96,35756.07,0.28,-0.03,0.16,0.26,0.53,6350000,6350000,6350000,6350000,6350000,50000,127,127,127,127,127
